Fecha,Aguascalientes,Baja California,Baja California Sur,Campeche,Chiapas,Chihuahua,Ciudad de Mexico,Coahuila,Colima,Durango,Guanajuato,Guerrero,Hidalgo,Jalisco,Mexico,Michoacan,Morelos,Nayarit,Nuevo Leon,Oaxaca,Puebla,Queretaro,Quintana Roo,San Luis Potosi,Sinaloa,Sonora,Tabasco,Tamaulipas,Tlaxcala,Veracruz,Yucatan,Zacatecas,Grand Total
5/15/21,2401,8161,1384,1210,1557,6853,32936,6240,1184,2435,10684,4399,6163,12053,34415,5714,3233,1814,9450,3644,11655,4257,2684,5286,6086,6568,4103,4907,2418,9727,3767,2771,220159
5/16/21,2401,8163,1387,1215,1557,6867,32981,6243,1184,2436,10703,4413,6166,12069,34456,5733,3253,1814,9450,3648,11662,4261,2687,5257,6091,6569,4104,4917,2418,9735,3771,2773,220384
5/17/21,2401,8163,1387,1215,1560,6869,32991,6244,1184,2436,10706,4417,6166,12070,34465,5736,3254,1814,9451,3648,11664,4265,2690,5257,6091,6572,4105,4917,2418,9735,3773,2773,220437
5/18/21,2401,8163,1387,1217,1561,6871,32998,6244,1185,2436,10707,4418,6166,12070,34474,5741,3257,1815,9451,3649,11677,4266,2691,5257,6091,6572,4108,4918,2419,9736,3774,2773,220493
5/19/21,2403,8168,1389,1218,1561,6887,33028,6246,1187,2441,10725,4421,6171,12076,34531,5748,3273,1815,9458,3650,11693,4278,2698,5259,6100,6574,4113,4923,2421,9740,3776,2775,220746
5/20/21,2403,8170,1393,1218,1563,6887,33045,6246,1187,2442,10728,4423,6174,12078,34543,5749,3273,1815,9463,3651,11699,4278,2701,5261,6101,6579,4118,4925,2422,9757,3781,2777,220850
5/21/21,2404,8189,1402,1222,1564,6897,33071,6247,1190,2445,10736,4427,6176,12095,34571,5750,3277,1815,9475,3673,11709,4285,2712,5264,6106,6583,4122,4916,2422,9768,3786,2781,221080
5/22/21,2404,8204,1404,1222,1564,6905,33078,6250,1190,2445,10743,4428,6182,12107,34584,5752,3285,1816,9478,3674,11719,4286,2721,5275,6109,6585,4124,4922,2422,9785,3811,2782,221256
5/23/21,2405,8212,1407,1225,1567,6916,33100,6252,1190,2450,10760,4434,6188,12149,34608,5755,3299,1818,9487,3696,11735,4286,2724,5283,6114,6590,4129,4939,2423,9796,3876,2784,221597
5/24/21,2405,8213,1407,1225,1567,6917,33107,6252,1191,2450,10762,4434,6188,12148,34615,5761,3300,1818,9487,3698,11742,4286,2728,5283,6114,6590,4130,4944,2423,9796,3882,2784,221647
5/25/21,2405,8215,1407,1226,1567,6920,33114,6252,1192,2451,10763,4435,6188,12150,34623,5761,3300,1818,9488,3699,11743,4286,2734,5285,6114,6592,4133,4946,2423,9797,3884,2784,221695
5/26/21,2409,8223,1412,1225,1567,6926,33128,6252,1192,2451,10781,4435,6194,12210,34644,5774,3297,1819,9496,3713,11751,4292,2746,5287,6133,6597,4137,4957,2424,9804,3897,2787,221960
5/27/21,2413,8230,1416,1225,1570,6936,33160,6252,1194,2452,10797,4437,6200,12259,34672,5780,3302,1821,9500,3717,11768,4292,2757,5297,6142,6600,4142,4970,2425,9813,3901,2792,222232
5/28/21,2416,8232,1427,1225,1570,6945,33161,6255,1194,2456,10818,4442,6207,12302,34834,5791,3319,1824,9508,3728,11802,4292,2763,5313,6147,6609,4145,4981,2425,9829,3908,2793,222661
5/29/21,2418,8234,1433,1226,1572,6959,33171,6256,1195,2456,10835,4460,6209,12340,34927,5798,3328,1826,9514,3732,11836,4320,2770,5341,6145,6612,4150,5001,2455,9846,3913,2794,223072
5/30/21,2418,8241,1437,1227,1573,6966,33198,6262,1196,2460,10869,4464,6213,12375,34955,5808,3345,1829,9531,3733,11865,4376,2774,5352,6154,6628,4153,5017,2455,9867,3917,2797,223455
5/31/21,2418,8252,1437,1227,1573,6967,33200,6262,1196,2460,10870,4464,6214,12375,34963,5817,3346,1829,9532,3733,11867,4377,2778,5354,6154,6629,4157,5017,2455,9868,3919,2797,223507
6/1/21,2418,8252,1437,1228,1573,6968,33203,6262,1197,2460,10872,4465,6215,12377,34974,5824,3348,1829,9532,3735,11868,4377,2781,5363,6155,6631,4160,5020,2455,9869,3923,2797,223568
6/2/21,2421,8557,1439,1230,1643,7377,34206,6310,1198,2464,10914,4475,6230,12427,36907,5851,3412,1836,9562,3737,11899,4397,2798,5393,6209,6649,4163,5039,2467,9872,3958,2800,227840
6/3/21,2422,8563,1444,1230,1643,7385,34248,6313,1198,2466,10926,4477,6231,12437,36938,5857,3437,1836,9569,3744,11933,4395,2809,5395,6233,6663,4177,5050,2469,9896,3962,2800,228146
6/4/21,2425,8564,1449,1232,1644,7390,34268,6317,1199,2478,10947,4480,6235,12439,36957,5867,3462,1837,9573,3749,11943,4397,2818,5398,6236,6668,4180,5056,2469,9917,3963,2805,228362
6/5/21,2427,8567,1452,1232,1647,7394,34276,6319,1200,2484,10962,4487,6237,12445,36996,5869,3464,1846,9586,3756,11959,4398,2824,5400,6238,6672,4180,5064,2477,9936,3967,2807,228568
6/6/21,2428,8574,1454,1232,1647,7398,34276,6320,1200,2485,10973,4490,6238,12456,37013,5877,3465,1848,9594,3779,11983,4402,2830,5400,6241,6674,4186,5069,2503,9942,3973,2808,228758
6/7/21,2428,8574,1454,1232,1647,7399,34281,6320,1200,2485,10974,4493,6242,12458,37019,5881,3465,1848,9594,3779,11983,4402,2832,5401,6243,6675,4188,5070,2504,9943,3982,2808,228804
6/8/21,2428,8576,1454,1235,1647,7399,34286,6320,1200,2485,10975,4493,6242,12459,37022,5882,3465,1848,9595,3780,11983,4403,2836,5401,6243,6676,4191,5071,2505,9944,3985,2809,228838
6/9/21,2435,8580,1455,1236,1647,7410,34292,6322,1203,2487,10986,4498,6246,12462,37033,5886,3474,1852,9602,3787,12035,4426,2846,5406,6252,6683,4201,5079,2508,9969,3992,2810,229100
6/10/21,2440,8582,1457,1238,1647,7422,34311,6342,1204,2489,10996,4507,6251,12474,37058,5892,3489,1856,9616,3793,12054,4426,2855,5407,6258,6689,4203,5092,2509,9978,4006,2812,229353
6/11/21,2442,8590,1457,1238,1647,7426,34332,6347,1204,2489,11016,4510,6252,12495,37074,5895,3498,1856,9626,3798,12078,4432,2866,5407,6274,6694,4207,5095,2510,9989,4017,2819,229580
6/12/21,2445,8608,1458,1241,1647,7444,34356,6355,1204,2489,11036,4515,6255,12513,37109,5901,3508,1858,9633,3804,12082,4439,2870,5410,6276,6703,4210,5098,2513,9999,4024,2820,229823
6/13/21,2446,8612,1461,1243,1647,7449,34370,6362,1204,2489,11040,4520,6257,12536,37131,5906,3515,1860,9638,3806,12105,4445,2884,5421,6343,6708,4211,5107,2517,10005,4035,2824,230097
6/14/21,2446,8617,1461,1243,1647,7450,34375,6365,1204,2489,11040,4520,6258,12541,37136,5910,3515,1860,9643,3808,12106,4446,2888,5421,6343,6709,4214,5110,2517,10007,4037,2824,230150
6/15/21,2446,8618,1461,1244,1648,7450,34380,6365,1205,2489,11040,4520,6259,12541,37140,5916,3517,1860,9643,3808,12107,4446,2889,5421,6344,6710,4217,5112,2517,10008,4042,2824,230187
6/16/21,2449,8628,1466,1245,1648,7462,34388,6370,1206,2490,11042,4532,6259,12569,37166,5926,3519,1861,9661,3821,12131,4446,2891,5422,6347,6713,4224,5130,2518,10020,4051,2827,230428
6/17/21,2453,8629,1471,1254,1650,7471,34403,6370,1208,2494,11057,4536,6261,12577,37179,5927,3523,1863,9675,3825,12139,4449,2908,5423,6349,6720,4226,5140,2522,10028,4065,2829,230624
6/18/21,2456,8630,1474,1256,1651,7479,34411,6371,1210,2494,11066,4540,6266,12580,37185,5932,3530,1865,9680,3855,12155,4452,2915,5424,6351,6727,4226,5146,2523,10041,4072,2829,230792
6/19/21,2456,8637,1477,1259,1652,7491,34420,6374,1210,2494,11070,4543,6266,12597,37191,5934,3534,1866,9687,3867,12164,4452,2926,5426,6360,6731,4231,5156,2525,10052,4080,2831,230959
6/20/21,2456,8637,1477,1259,1652,7491,34420,6374,1210,2494,11070,4543,6266,12597,37191,5934,3534,1866,9687,3867,12164,4452,2926,5426,6360,6731,4231,5156,2525,10052,4080,2831,230959
6/21/21,2456,8648,1486,1265,1654,7493,34458,6376,1210,2495,11079,4547,6268,12604,37207,5938,3536,1868,9692,3896,12171,4452,2940,5428,6362,6739,4234,5167,2525,10063,4098,2832,231187
6/22/21,2456,8649,1486,1267,1656,7493,34461,6376,1210,2495,11079,4549,6268,12607,37212,5941,3550,1868,9692,3898,12173,4452,2946,5428,6362,6739,4236,5170,2525,10063,4105,2832,231244
6/23/21,2459,8651,1491,1274,1659,7502,34484,6380,1210,2497,11081,4549,6269,12627,37234,5947,3570,1871,9700,3907,12185,4457,2964,5428,6375,6748,4240,5190,2530,10076,4118,2832,231505
6/24/21,2466,8659,1500,1279,1662,7511,34529,6389,1210,2499,11089,4552,6271,12652,37263,5951,3574,1871,9712,3917,12244,4460,2969,5437,6387,6760,4243,5203,2534,10082,4138,2834,231847
6/25/21,2467,8669,1508,1284,1662,7526,34564,6392,1213,2499,11091,4554,6277,12654,37297,5952,3574,1872,9719,3919,12248,4461,2982,5437,6387,6767,4253,5212,2539,10102,4154,2833,232068
6/26/21,2467,8697,1516,1294,1665,7543,34607,6394,1215,2499,11095,4554,6275,12668,37313,5960,3577,1872,9737,3953,12255,4461,2991,5440,6390,6767,4258,5216,2556,10111,4165,2835,232346
6/27/21,2468,8717,1520,1294,1665,7547,34634,6399,1216,2500,11116,4553,6278,12670,37340,5975,3573,1873,9733,3956,12261,4467,3001,5438,6393,6765,4260,5225,2557,10121,4170,2836,232521
6/28/21,2468,8718,1520,1294,1665,7548,34638,6399,1216,2500,11116,4554,6278,12670,37343,5975,3573,1873,9733,3957,12262,4467,3006,5438,6394,6771,4261,5227,2557,10126,4181,2836,232564
6/29/21,2468,8718,1520,1298,1665,7548,34646,6399,1219,2500,11116,4554,6278,12671,37344,5975,3574,1873,9733,3959,12262,4467,3010,5439,6397,6773,4266,5227,2557,10128,4188,2836,232608
6/30/21,2469,8728,1529,1306,1666,7553,34674,6414,1221,2498,11114,4557,6285,12681,37359,5977,3575,1873,9738,3960,12271,4468,3015,5443,6405,6775,4276,5230,2563,10139,4205,2836,232803
7/1/21,2470,8735,1536,1308,1666,7567,34696,6419,1221,2499,11116,4560,6286,12687,37376,5984,3578,1873,9741,3963,12290,4469,3027,5445,6416,6780,4280,5270,2565,10172,4217,2835,233047
7/2/21,2470,8736,1553,1313,1667,7569,34708,6420,1222,2499,11118,4561,6286,12707,37408,5988,3580,1875,9760,3967,12297,4469,3036,5446,6427,6790,4284,5275,2566,10187,4228,2836,233248
7/3/21,2470,8736,1565,1315,1678,7567,34735,6423,1222,2501,11118,4563,6288,12707,37431,5989,3580,1879,9767,3975,12312,4469,3042,5448,6433,6793,4291,5292,2567,10199,4237,2836,233428
7/4/21,2470,8739,1574,1318,1679,7570,34755,6426,1222,2501,11116,4564,6288,12712,37449,5995,3582,1880,9768,3977,12317,4471,3049,5449,6444,6801,4296,5305,2568,10213,4246,2836,233580
7/5/21,2470,8739,1574,1319,1680,7570,34761,6426,1222,2501,11116,4564,6288,12712,37453,5995,3582,1880,9770,3977,12317,4471,3053,5449,6444,6803,4298,5312,2569,10216,4255,2836,233622
7/6/21,2470,8740,1574,1325,1681,7570,34776,6426,1222,2501,11116,4564,6291,12713,37462,5995,3584,1882,9770,3978,12318,4471,3058,5449,6445,6803,4300,5318,2569,10217,4265,2836,233689
7/7/21,2469,8746,1584,1327,1685,7573,34803,6469,1223,2504,11114,4568,6294,12724,37483,6001,3593,1883,9771,3981,12325,4475,3073,5451,6463,6815,4304,5323,2571,10246,4279,2838,233958
7/8/21,2471,8754,1604,1342,1687,7577,34828,6473,1224,2505,11115,4572,6297,12735,37490,6002,3606,1884,9778,3984,12331,4475,3087,5452,6475,6819,4313,5335,2586,10262,4291,2838,234192
7/9/21,2476,8760,1643,1342,1691,7582,34858,6482,1225,2505,11115,4578,6298,12758,37511,6009,3626,1886,9779,3987,12340,4475,3097,5457,6487,6827,4319,5353,2586,10271,4295,2840,234458
7/10/21,2476,8764,1671,1352,1692,7583,34886,6482,1225,2507,11118,4581,6302,12763,37532,6013,3627,1887,9781,3988,12344,4480,3102,5461,6506,6832,4325,5357,2593,10283,4321,2841,234675
7/11/21,2476,8766,1701,1358,1692,7587,34911,6486,1225,2509,11123,4584,6304,12773,37549,6018,3626,1887,9809,3990,12345,4488,3108,5462,6526,6849,4327,5361,2594,10298,4332,2843,234907
7/12/21,2476,8768,1701,1360,1692,7587,34927,6486,1225,2509,11123,4584,6307,12779,37555,6018,3626,1887,9809,3991,12347,4488,3113,5463,6530,6851,4332,5362,2594,10302,4334,2843,234969
7/13/21,2476,8769,1701,1364,1693,7587,34960,6490,1226,2509,11125,4585,6308,12783,37574,6024,3626,1887,9809,3991,12347,4488,3117,5463,6531,6854,4331,5362,2594,10303,4337,2844,235058
7/14/21,2478,8773,1713,1368,1694,7589,34992,6497,1226,2512,11127,4593,6310,12792,37597,6028,3627,1892,9821,4002,12354,4490,3120,5466,6549,6860,4339,5369,2595,10314,4346,2844,235277
7/15/21,2478,8776,1745,1369,1701,7591,35024,6495,1228,2515,11128,4607,6314,12804,37617,6034,3629,1896,9827,4008,12363,4490,3132,5466,6564,6869,4340,5375,2597,10320,4361,2844,235507
7/16/21,2478,8779,1752,1371,1705,7594,35049,6505,1229,2516,11130,4610,6317,12810,37633,6037,3629,1900,9836,4019,12375,4502,3139,5474,6579,6878,4346,5386,2598,10345,4373,2846,235740
7/17/21,2478,8782,1779,1381,1706,7595,35077,6505,1230,2517,11130,4618,6320,12823,37663,6040,3629,1902,9840,4024,12380,4503,3148,5476,6626,6883,4347,5394,2598,10380,4395,2846,236015
7/18/21,2479,8783,1796,1389,1709,7598,35103,6506,1230,2517,11131,4621,6323,12831,37688,6047,3631,1907,9866,4030,12390,4506,3161,5478,6642,6889,4348,5397,2599,10396,4402,2847,236240
7/19/21,2479,8784,1798,1394,1710,7598,35121,6506,1230,2517,11134,4622,6325,12839,37698,6049,3631,1908,9870,4032,12390,4506,3163,5478,6651,6889,4349,5403,2600,10398,4412,2847,236331
7/20/21,2479,8786,1798,1403,1712,7600,35153,6507,1233,2517,11134,4623,6328,12847,37728,6053,3632,1908,9873,4034,12391,4506,3168,5480,6657,6891,4352,5405,2600,10401,4423,2847,236469
7/21/21,2482,8803,1818,1407,1715,7606,35194,6510,1237,2517,11135,4638,6339,12868,37769,6058,3635,1923,9888,4043,12395,4509,3179,5483,6688,6899,4361,5417,2600,10417,4428,2849,236810
7/22/21,2482,8817,1843,1413,1716,7611,35246,6512,1239,2522,11138,4655,6347,12875,37807,6069,3640,1928,9922,4058,12401,4516,3195,5484,6718,6905,4373,5440,2601,10435,4434,2865,237207
7/23/21,2483,8826,1880,1418,1719,7624,35304,6515,1241,2524,11143,4665,6354,12904,37840,6076,3642,1934,9940,4070,12406,4526,3212,5488,6736,6917,4384,5447,2609,10447,4465,2887,237626
7/24/21,2485,8841,1896,1422,1721,7626,35344,6517,1247,2525,11143,4671,6360,12926,37870,6084,3641,1944,9964,4082,12418,4529,3225,5491,6761,6922,4388,5453,2610,10461,4475,2912,237954
7/25/21,2485,8867,1901,1426,1723,7631,35375,6521,1250,2526,11144,4685,6368,12940,37938,6107,3649,1950,9997,4088,12421,4529,3238,5491,6791,6936,4393,5458,2610,10484,4481,2913,238316
7/26/21,2485,8870,1901,1429,1725,7631,35392,6521,1250,2526,11145,4688,6369,12945,37962,6109,3649,1950,9997,4092,12426,4529,3246,5492,6808,6942,4395,5459,2610,10485,4483,2913,238424
7/27/21,2485,8870,1901,1430,1727,7632,35428,6521,1252,2526,11150,4694,6373,12954,37982,6112,3649,1950,10009,4095,12426,4529,3255,5492,6839,6954,4398,5463,2611,10488,4486,2914,238595
7/28/21,2487,8879,1912,1439,1735,7635,35475,6524,1253,2532,11153,4719,6383,12977,38071,6126,3649,1961,10023,4117,12439,4541,3262,5499,6891,6966,4410,5475,2612,10528,4491,2915,239079
7/29/21,2488,8885,1933,1444,1740,7640,35531,6527,1254,2537,11159,4762,6396,13012,38145,6143,3652,1972,10043,4129,12455,4547,3277,5499,6925,6988,4414,5487,2612,10607,4498,2915,239616
7/30/21,2489,8895,1946,1445,1747,7648,35587,6533,1257,2539,11161,4777,6406,13055,38184,6154,3654,1987,10055,4136,12465,4543,3293,5504,6956,6997,4426,5495,2614,10630,4501,2918,239997
7/31/21,2490,8901,1979,1448,1750,7652,35626,6539,1257,2539,11167,4799,6418,13084,38236,6167,3655,2003,10101,4145,12476,4549,3308,5507,6994,7007,4431,5502,2614,10663,4526,2923,240456
8/1/21,2492,8907,1996,1454,1754,7656,35674,6543,1259,2539,11172,4819,6428,13115,38280,6174,3661,2021,10142,4155,12488,4582,3317,5515,7021,7028,4437,5512,2614,10688,4537,2926,240906
8/2/21,2494,8910,1996,1457,1757,7656,35685,6542,1264,2539,11173,4820,6432,13129,38297,6176,3662,2022,10152,4157,12490,4581,3327,5518,7026,7035,4439,5516,2615,10696,4545,2926,241034
8/3/21,2494,8916,1996,1460,1768,7658,35745,6545,1265,2539,11174,4823,6438,13135,38344,6188,3665,2023,10174,4167,12492,4581,3336,5522,7026,7040,4443,5519,2616,10707,4554,2926,241279
8/4/21,2496,8923,2004,1472,1782,7663,35813,6552,1272,2545,11179,4864,6447,13179,38406,6211,3666,2043,10203,4175,12508,4587,3343,5532,7092,7071,4454,5529,2618,10805,4564,2938,241936
8/5/21,2497,8927,2013,1484,1793,7667,35874,6561,1278,2560,11186,4882,6464,13246,38509,6233,3673,2063,10218,4185,12523,4592,3359,5540,7117,7085,4460,5541,2619,10851,4603,2944,242547
8/6/21,2500,8929,2030,1484,1805,7673,35964,6574,1285,2562,11196,4922,6475,13301,38612,6245,3679,2089,10249,4203,12538,4599,3372,5547,7140,7104,4470,5554,2621,10878,4619,2946,243165
8/7/21,2501,8931,2046,1492,1817,7676,36028,6579,1293,2562,11202,4952,6492,13356,38700,6270,3680,2095,10267,4211,12559,4615,3387,5555,7177,7116,4477,5566,2622,10926,4633,2950,243733
8/8/21,2504,8939,2059,1498,1821,7676,36093,6582,1298,2573,11215,4988,6509,13408,38767,6288,3684,2114,10288,4225,12576,4620,3402,5562,7208,7123,4484,5571,2622,10956,4641,2954,244248
8/9/21,2504,8940,2059,1503,1824,7676,36116,6586,1300,2573,11215,4988,6515,13427,38791,6297,3685,2124,10295,4228,12584,4625,3411,5562,7221,7128,4490,5572,2622,10962,4643,2954,244420
8/10/21,2504,8941,2059,1511,1833,7676,36171,6588,1307,2573,11215,4992,6534,13434,38842,6300,3690,2124,10328,4233,12588,4625,3418,5564,7233,7135,4498,5575,2622,10972,4651,2954,244690
8/11/21,2516,8950,2069,1516,1839,7689,36290,6592,1321,2579,11225,5019,6557,13517,38949,6319,3691,2144,10391,4245,12620,4645,3428,5569,7267,7163,4517,5589,2622,11014,4661,2963,245476
8/12/21,2517,8960,2089,1530,1847,7693,36354,6607,1333,2584,11243,5069,6571,13579,39067,6340,3698,2155,10430,4254,12646,4656,3449,5578,7299,7193,4524,5600,2624,11066,4669,2979,246203
8/13/21,2519,8965,2091,1538,1850,7698,36412,6614,1347,2597,11265,5099,6585,13656,39157,6354,3704,2170,10461,4264,12665,4661,3459,5585,7342,7212,4538,5607,2626,11114,4674,2982,246811
8/14/21,2522,8970,2097,1549,1855,7702,36483,6621,1359,2604,11273,5132,6600,13709,39244,6368,3707,2187,10503,4286,12683,4686,3482,5602,7368,7231,4546,5617,2629,11138,4676,2985,247414
8/15/21,2529,8975,2111,1555,1862,7709,36564,6642,1376,2608,11282,5160,6618,13782,39344,6401,3709,2208,10576,4291,12707,4693,3495,5610,7393,7244,4555,5636,2631,11222,4691,2988,248167
8/16/21,2529,8975,2111,1555,1862,7709,36564,6642,1376,2608,11282,5160,6618,13782,39344,6401,3709,2208,10576,4291,12707,4693,3495,5610,7393,7244,4555,5636,2631,11222,4691,2988,248167
8/17/21,2531,8979,2111,1562,1879,7709,36656,6644,1389,2608,11285,5163,6636,13819,39436,6422,3716,2210,10596,4299,12719,4693,3511,5616,7408,7264,4564,5643,2633,11257,4702,2992,248652
8/18/21,2534,8986,2116,1569,1892,7717,36742,6662,1401,2618,11300,5178,6673,13908,39527,6453,3718,2243,10663,4318,12754,4727,3521,5646,7469,7276,4577,5659,2641,11321,4721,2999,249529
8/19/21,2548,8995,2126,1577,1908,7721,36823,6676,1419,2629,11320,5221,6696,13982,39662,6478,3730,2247,10715,4359,12827,4742,3540,5661,7501,7299,4597,5696,2644,11385,4740,3005,250469
8/20/21,2551,9004,2134,1582,1919,7727,36909,6687,1446,2660,11337,5232,6716,14048,39798,6508,3730,2266,10788,4377,12874,4751,3550,5679,7539,7315,4611,5712,2648,11450,4748,3009,251305
8/21/21,2554,9007,2139,1588,1932,7730,36976,6703,1455,2667,11355,5282,6740,14111,39924,6557,3757,2278,10826,4392,12900,4763,3560,5706,7577,7336,4625,5730,2649,11483,4759,3019,252080
8/22/21,2559,9018,2147,1598,1944,7747,37043,6717,1468,2697,11363,5294,6757,14189,40008,6577,3771,2300,10883,4408,12919,4770,3589,5711,7708,7356,4638,5749,2658,11547,4765,3029,252927
8/23/21,2559,9019,2147,1600,1953,7747,37067,6719,1477,2697,11365,5296,6764,14202,40033,6590,3773,2300,10884,4429,12947,4770,3597,5724,7712,7366,4648,5749,2658,11563,4771,3029,253155
8/24/21,2559,9025,2147,1607,1963,7747,37121,6720,1484,2697,11365,5299,6779,14227,40073,6603,3775,2300,10908,4439,12975,4770,3611,5733,7750,7379,4666,5762,2659,11574,4778,3031,253526
8/25/21,2566,9036,2154,1618,1971,7750,37195,6735,1504,2718,11379,5312,6807,14295,40196,6644,3792,2310,10987,4454,13022,4787,3622,5764,7827,7399,4690,5793,2666,11637,4796,3040,254466
8/26/21,2572,9044,2159,1632,1985,7756,37266,6754,1526,2727,11390,5380,6824,14400,40312,6682,3805,2339,11074,4487,13065,4799,3648,5800,7852,7420,4701,5808,2676,11700,4821,3048,255452
8/27/21,2572,9049,2164,1642,1994,7759,37328,6762,1546,2734,11419,5408,6855,14452,40435,6725,3824,2354,11117,4499,13132,4829,3663,5820,7875,7435,4719,5832,2678,11777,4830,3059,256287
8/28/21,2582,9056,2173,1645,2002,7766,37392,6771,1563,2742,11435,5433,6878,14505,40538,6768,3896,2365,11160,4541,13197,4843,3677,5839,7894,7465,4731,5854,2684,11847,4838,3070,257150
8/29/21,2587,9065,2176,1661,2007,7766,37455,6778,1579,2744,11443,5501,6888,14553,40627,6796,3940,2377,11204,4578,13249,4848,3684,5865,7914,7478,4748,5863,2687,11926,4848,3071,257906
8/30/21,2587,9067,2176,1662,2015,7766,37483,6780,1587,2745,11447,5506,6894,14577,40668,6805,3943,2377,11227,4583,13257,4848,3688,5868,7917,7515,4756,5865,2687,11941,4856,3072,258165
8/31/21,2587,9071,2176,1682,2022,7766,37546,6784,1598,2745,11447,5515,6904,14585,40719,6821,3950,2375,11238,4603,13270,4849,3692,5877,7919,7531,4773,5870,2687,11954,4862,3073,258491
9/1/21,2604,9081,2180,1694,2026,7769,37607,6789,1604,2761,11467,5535,6938,14656,40819,6860,4004,2389,11245,4622,13318,4880,3706,5914,7973,7549,4792,5888,2709,11991,4870,3086,259326
9/2/21,2611,9093,2188,1696,2034,7774,37686,6822,1620,2775,11498,5592,6966,14790,40927,6892,4076,2425,11350,4641,13405,4913,3729,5942,7999,7585,4801,5907,2723,12069,4882,3092,260503
9/3/21,2621,9111,2197,1708,2041,7776,37764,6837,1639,2785,11545,5619,6998,14875,41026,6919,4119,2439,11399,4664,13453,4933,3757,5965,8017,7611,4815,5934,2735,12193,4905,3096,261496
9/4/21,2630,9118,2204,1719,2049,7777,37810,6854,1650,2797,11553,5646,7027,14932,41098,6967,4138,2451,11432,4691,13505,4942,3775,5992,8044,7631,4828,5948,2741,12246,4915,3111,262221
9/5/21,2639,9128,2213,1732,2053,7785,37869,6873,1661,2799,11565,5679,7049,14976,41169,6987,4176,2465,11466,4708,13547,4962,3789,6006,8052,7656,4837,5957,2744,12282,4924,3120,262868
9/6/21,2639,9131,2215,1739,2058,7785,37889,6876,1666,2799,11577,5687,7055,14996,41200,6994,4178,2465,11479,4725,13562,4962,3801,6008,8075,7671,4850,5958,2746,12301,4933,3120,263140
9/7/21,2639,9134,2215,1749,2067,7786,37939,6889,1674,2800,11582,5693,7069,15012,41230,7008,4189,2466,11499,4728,13606,4963,3809,6015,8080,7681,4865,5960,2750,12308,4943,3122,263470
9/8/21,2643,9143,2223,1758,2072,7793,38013,6920,1694,2830,11612,5717,7094,15076,41345,7053,4227,2479,11582,4745,13669,4998,3825,6062,8135,7715,4887,5999,2755,12376,4958,3143,264541
9/9/21,2650,9156,2228,1766,2087,7798,38059,6925,1713,2842,11639,5754,7117,15151,41447,7097,4250,2489,11644,4770,13717,5010,3838,6101,8161,7747,4905,6012,2759,12468,4972,3148,265420
9/10/21,2652,9164,2230,1776,2090,7805,38116,6930,1720,2849,11665,5763,7137,15227,41530,7129,4261,2517,11683,4798,13757,5024,3852,6119,8184,7769,4919,6041,2764,12545,4984,3150,266150
9/11/21,2652,9164,2230,1776,2090,7805,38116,6930,1720,2849,11665,5763,7137,15227,41530,7129,4261,2517,11683,4798,13757,5024,3852,6119,8184,7769,4919,6041,2764,12545,4984,3150,266150
9/12/21,2659,9186,2230,1803,2098,7823,38224,6943,1762,2866,11692,5802,7184,15331,41652,7190,4268,2543,11798,4869,13827,5061,3858,6144,8245,7801,4948,6086,2767,12696,5007,3161,267524
9/13/21,2661,9189,2230,1808,2106,7823,38231,6944,1766,2867,11699,5805,7191,15343,41671,7195,4276,2544,11812,4890,13834,5062,3865,6145,8247,7812,4962,6088,2768,12736,5015,3163,267748
9/14/21,2661,9193,2230,1813,2110,7823,38249,6948,1769,2867,11700,5807,7206,15359,41698,7218,4277,2545,11825,4907,13841,5063,3869,6157,8248,7817,4968,6098,2769,12746,5024,3164,267969
9/15/21,2666,9198,2249,1823,2119,7835,38327,6971,1786,2877,11734,5842,7234,15435,41776,7242,4312,2566,11883,4946,13905,5095,3879,6177,8292,7832,4986,6127,2779,12916,5037,3170,269016
9/16/21,2673,9220,2259,1832,2130,7844,38418,7003,1793,2889,11756,5852,7251,15513,41868,7285,4319,2572,11926,4982,13966,5109,3885,6200,8317,7853,4995,6136,2789,13055,5046,3177,269913
9/17/21,2676,9226,2259,1839,2130,7848,38459,7005,1795,2892,11778,5859,7273,15562,41915,7298,4320,2575,11926,4991,14002,5113,3891,6211,8325,7905,5011,6145,2792,13065,5079,3183,270348
9/18/21,2676,9228,2259,1843,2131,7848,38486,7006,1798,2893,11782,5875,7281,15585,41924,7312,4320,2575,11932,5005,14008,5114,3892,6220,8325,7910,5026,6151,2792,13073,5085,3183,270538
9/19/21,2676,9228,2259,1843,2131,7848,38486,7006,1798,2893,11782,5875,7281,15585,41924,7312,4320,2575,11932,5005,14008,5114,3892,6220,8325,7910,5026,6151,2792,13073,5085,3183,270538
9/20/21,2687,9254,2262,1858,2147,7852,38591,7027,1816,2900,11825,5882,7300,15681,42004,7349,4340,2586,11996,5027,14062,5143,3916,6251,8348,7934,5055,6172,2803,13116,5124,3195,271503
9/21/21,2687,9256,2262,1864,2153,7852,38610,7034,1818,2900,11837,5892,7318,15691,42018,7358,4348,2586,12004,5039,14102,5155,3926,6257,8348,7947,5060,6175,2807,13131,5133,3197,271765
9/22/21,2698,9269,2267,1872,2160,7868,38650,7044,1833,2914,11887,5909,7347,15771,42088,7395,4356,2618,12076,5049,14161,5173,3933,6276,8380,7961,5067,6210,2825,13170,5151,3202,272580
