Fecha,Aguascalientes,Baja California,Baja California Sur,Campeche,Chiapas,Chihuahua,Ciudad de Mexico,Coahuila,Colima,Durango,Guanajuato,Guerrero,Hidalgo,Jalisco,Mexico,Michoacan,Morelos,Nayarit,Nuevo Leon,Oaxaca,Puebla,Queretaro,Quintana Roo,San Luis Potosi,Sinaloa,Sonora,Tabasco,Tamaulipas,Tlaxcala,Veracruz,Yucatan,Zacatecas,Grand Total
1/3/21,1373,5591,784,972,1207,4440,16955,4207,800,1556,5382,2722,3452,6108,19081,2768,1460,1053,5204,2133,5761,1890,2035,3079,4239,4209,3209,3302,1424,6355,2327,1773,126851
1/4/21,1374,5615,784,972,1210,4440,17028,4230,800,1560,5428,2728,3475,6149,19138,2770,1463,1054,5204,2137,5766,1890,2041,3082,4239,4221,3214,3306,1429,6360,2329,1777,127213
1/5/21,1378,5633,784,973,1212,4450,17181,4238,802,1560,5467,2733,3495,6186,19251,2776,1463,1054,5204,2143,5777,1944,2044,3091,4241,4229,3224,3311,1431,6367,2333,1782,127757
1/6/21,1396,5710,793,973,1217,4476,17345,4264,810,1572,5499,2739,3546,6254,19460,2803,1478,1062,5229,2153,5798,2012,2054,3103,4262,4267,3233,3330,1441,6391,2356,1796,128822
1/7/21,1405,5766,793,974,1219,4490,17526,4304,812,1591,5562,2746,3575,6326,19719,2829,1484,1065,5327,2166,5852,2059,2065,3128,4279,4296,3244,3341,1453,6414,2363,1814,129987
1/8/21,1414,5831,796,975,1222,4509,17752,4329,813,1612,5650,2748,3611,6378,19936,2849,1488,1071,5356,2176,5875,2105,2072,3143,4293,4316,3249,3349,1465,6432,2390,1826,131031
1/9/21,1428,5889,799,975,1223,4525,17897,4363,816,1618,5701,2757,3676,6499,20086,2872,1496,1075,5408,2186,5934,2142,2078,3157,4303,4358,3256,3370,1469,6474,2394,1845,132069
1/10/21,1444,5945,805,980,1231,4540,18060,4392,818,1652,5750,2765,3704,6587,20251,2901,1497,1084,5447,2205,5972,2177,2085,3197,4317,4380,3268,3390,1490,6510,2495,1865,133204
1/11/21,1447,5981,805,980,1236,4552,18151,4415,819,1652,5779,2775,3720,6641,20342,2908,1501,1085,5449,2211,5996,2182,2088,3203,4319,4408,3275,3397,1495,6518,2504,1872,133706
1/12/21,1447,6003,805,982,1239,4554,18333,4438,823,1652,5835,2783,3744,6721,20440,2921,1502,1088,5453,2220,6025,2199,2090,3211,4322,4432,3280,3403,1504,6531,2509,1879,134368
1/13/21,1464,6075,812,984,1241,4583,18502,4486,826,1680,5886,2798,3794,6815,20707,2948,1514,1106,5548,2240,6068,2235,2101,3244,4342,4459,3294,3427,1525,6575,2515,1888,135682
1/14/21,1474,6119,820,984,1248,4598,18710,4539,827,1690,5938,2814,3847,6892,20916,2987,1528,1113,5590,2268,6125,2290,2116,3275,4367,4479,3306,3457,1551,6626,2524,1899,136917
1/15/21,1486,6176,828,984,1249,4615,18901,4575,831,1704,6034,2831,3869,6939,21104,3010,1541,1118,5629,2273,6171,2300,2120,3292,4375,4522,3312,3477,1562,6650,2526,1912,137916
1/16/21,1492,6234,831,987,1257,4633,19131,4648,834,1721,6082,2848,3916,7004,21262,3056,1569,1121,5665,2278,6213,2323,2121,3319,4385,4547,3323,3507,1588,6676,2531,1920,139022
1/17/21,1497,6269,835,988,1258,4652,19306,4679,839,1724,6139,2855,3966,7082,21467,3089,1612,1133,5743,2289,6281,2335,2129,3379,4408,4643,3335,3522,1608,6696,2548,1935,140241
1/18/21,1498,6289,835,989,1259,4653,19417,4696,839,1724,6181,2864,3985,7128,21537,3096,1618,1136,5744,2291,6284,2363,2135,3386,4412,4671,3342,3528,1609,6702,2551,1942,140704
1/19/21,1498,6320,836,990,1262,4657,19531,4705,839,1724,6227,2867,4014,7179,21625,3111,1621,1154,5760,2293,6305,2375,2141,3394,4413,4692,3345,3536,1624,6709,2554,1947,141248
1/20/21,1521,6358,846,991,1267,4690,19789,4760,845,1766,6291,2886,4046,7314,21894,3154,1649,1167,5851,2316,6395,2396,2154,3426,4452,4757,3356,3575,1651,6754,2566,1949,142832
1/21/21,1530,6413,862,993,1273,4739,20028,4828,849,1777,6446,2903,4118,7401,22097,3182,1665,1179,5917,2341,6475,2448,2164,3481,4473,4810,3370,3612,1653,6797,2569,1978,144371
1/22/21,1543,6468,875,996,1277,4761,20298,4878,858,1781,6522,2923,4183,7557,22421,3219,1692,1189,6012,2363,6566,2475,2178,3506,4514,4977,3381,3669,1681,6841,2577,1993,146174
1/23/21,1558,6511,886,997,1279,4784,20517,4929,862,1789,6613,2939,4235,7663,22657,3269,1699,1205,6111,2383,6622,2527,2185,3540,4530,5055,3394,3696,1707,6887,2587,1998,147614
1/24/21,1592,6542,910,997,1289,4805,20745,4960,868,1801,6655,2954,4301,7832,22873,3321,1726,1244,6196,2410,6719,2542,2190,3570,4554,5093,3403,3712,1734,6944,2592,2010,149084
1/25/21,1592,6554,910,998,1291,4809,20864,4985,871,1802,6678,2962,4317,7891,22954,3331,1730,1255,6204,2419,6727,2582,2192,3584,4561,5110,3413,3725,1734,6960,2596,2013,149614
1/26/21,1592,6582,910,1000,1295,4810,21018,4995,875,1802,6723,2970,4348,7957,23093,3340,1748,1259,6217,2425,6744,2589,2195,3596,4569,5123,3420,3733,1744,6984,2600,2017,150273
1/27/21,1624,6634,926,1000,1298,4835,21309,5049,881,1822,6865,3003,4390,8100,23358,3388,1768,1268,6368,2440,6809,2614,2206,3632,4611,5150,3433,3780,1775,7026,2620,2034,152016
1/28/21,1652,6675,933,1001,1309,4854,21698,5090,891,1829,6966,3048,4463,8192,23579,3434,1782,1294,6445,2464,6870,2664,2214,3659,4633,5192,3446,3807,1780,7079,2639,2057,153639
1/29/21,1667,6698,942,1002,1315,4863,21951,5136,897,1842,7055,3070,4516,8276,23832,3518,1796,1304,6544,2482,6967,2732,2220,3710,4671,5213,3468,3842,1804,7112,2640,2060,155145
1/30/21,1686,6749,952,1005,1330,4888,22167,5161,913,1859,7185,3091,4556,8385,24066,3558,1839,1310,6643,2522,7041,2775,2225,3731,4687,5230,3482,3858,1812,7138,2666,2069,156579
1/31/21,1725,6789,958,1007,1349,4914,22405,5197,920,1873,7317,3102,4594,8494,24329,3628,1866,1328,6724,2532,7089,2798,2232,3760,4708,5260,3490,3880,1842,7188,2700,2076,158074
2/1/21,1729,6801,958,1008,1352,4920,22474,5214,927,1873,7344,3114,4609,8526,24401,3643,1868,1335,6732,2536,7099,2821,2236,3776,4709,5277,3499,3918,1846,7198,2707,2086,158536
2/2/21,1735,6820,958,1008,1358,4921,22601,5224,931,1873,7389,3126,4629,8571,24494,3665,1872,1345,6740,2548,7118,2828,2238,3794,4714,5290,3511,3922,1855,7213,2713,2096,159100
2/3/21,1736,6837,958,1010,1359,4922,22667,5230,931,1873,7442,3130,4663,8604,24566,3673,1876,1353,6759,2561,7129,2855,2239,3804,4722,5298,3512,3925,1858,7222,2719,2100,159533
2/4/21,1771,6860,963,1011,1366,4945,22916,5286,936,1902,7577,3163,4717,8728,24881,3712,1889,1378,6884,2582,7200,2878,2250,3841,4798,5345,3527,3957,1873,7259,2727,2118,161240
2/5/21,1771,6860,963,1011,1366,4945,22916,5286,936,1902,7577,3163,4717,8728,24881,3712,1889,1378,6884,2582,7200,2878,2250,3841,4798,5345,3527,3957,1873,7259,2727,2118,161240
2/6/21,1794,6939,1011,1016,1373,4966,23451,5347,957,1920,7766,3197,4826,8949,25326,3824,1930,1407,7028,2620,7366,2953,2267,3947,4857,5472,3550,4019,1927,7357,2759,2169,164290
2/7/21,1805,6973,1026,1020,1375,4976,23724,5371,963,1932,7844,3210,4892,9108,25553,3882,1955,1419,7090,2629,7490,2997,2277,3986,4871,5500,3560,4042,1944,7411,2778,2183,165786
2/8/21,1805,6983,1027,1020,1376,4981,23786,5383,972,1932,7878,3219,4905,9133,25616,3894,1961,1432,7091,2638,7495,3015,2282,4017,4892,5517,3566,4050,1944,7418,2787,2185,166200
2/9/21,1805,7005,1027,1020,1379,4985,23883,5388,979,1932,7911,3240,4925,9149,25724,3916,1979,1435,7095,2647,7531,3024,2283,4034,4901,5526,3568,4060,1955,7443,2790,2192,166731
2/10/21,1831,7024,1071,1021,1386,5003,24120,5423,983,1944,8054,3262,4972,9245,25922,3954,2014,1449,7240,2669,7660,3072,2295,4064,4922,5599,3587,4092,1979,7511,2850,2214,168432
2/11/21,1842,7062,1089,1026,1387,5018,24315,5430,990,1957,8162,3290,5009,9349,26116,4023,2029,1463,7310,2677,7743,3084,2305,4105,4935,5622,3596,4134,1991,7548,2919,2234,169760
2/12/21,1858,7095,1091,1028,1389,5029,24563,5451,993,1971,8241,3307,5065,9469,26346,4071,2049,1473,7446,2689,7876,3109,2311,4135,4961,5640,3621,4151,2001,7639,2926,2240,171234
2/13/21,1880,7133,1107,1030,1391,5038,24821,5475,1003,1984,8351,3335,5098,9582,26556,4103,2063,1486,7527,2708,7940,3131,2317,4164,4978,5677,3625,4169,2020,7666,2940,2259,172557
2/14/21,1893,7156,1115,1036,1392,5048,25065,5499,1006,1988,8408,3378,5154,9681,26740,4140,2078,1505,7591,2719,7997,3152,2324,4198,4994,5705,3634,4172,2028,7735,2949,2291,173771
2/15/21,1893,7161,1115,1037,1396,5048,25169,5508,1007,1997,8448,3392,5168,9725,26806,4144,2086,1520,7593,2720,8008,3156,2329,4218,4997,5714,3634,4191,2029,7748,2952,2298,174207
2/16/21,1894,7170,1115,1039,1400,5055,25292,5514,1009,1997,8462,3400,5189,9742,26856,4155,2089,1525,7637,2726,8038,3163,2331,4235,5008,5722,3642,4196,2034,7757,2961,2304,174657
2/17/21,1906,7186,1124,1039,1402,5065,25486,5535,1020,2019,8515,3411,5223,9873,27092,4188,2120,1533,7737,2740,8162,3189,2340,4274,5026,5757,3652,4214,2052,7799,2970,2337,175986
2/18/21,1912,7218,1127,1042,1404,5074,25643,5557,1023,2022,8555,3428,5248,9939,27313,4236,2149,1558,7804,2750,8226,3206,2349,4298,5052,5802,3659,4242,2063,7831,2975,2356,177061
2/19/21,1926,7233,1143,1043,1405,5082,25834,5573,1027,2033,8598,3444,5276,10014,27512,4282,2172,1572,7855,2776,8293,3238,2355,4320,5063,5838,3664,4250,2072,7870,2981,2364,178108
2/20/21,1940,7251,1146,1046,1408,5098,25990,5581,1032,2040,8663,3483,5293,10075,27600,4310,2209,1577,7876,2786,8365,3251,2359,4340,5073,5860,3670,4272,2084,7922,2991,2374,178965
2/21/21,1950,7280,1154,1049,1411,5108,26167,5593,1036,2043,8737,3513,5326,10125,27724,4329,2214,1581,7913,2799,8396,3266,2365,4378,5095,5873,3671,4287,2091,7945,3000,2378,179797
2/22/21,1950,7281,1155,1053,1413,5108,26242,5598,1039,2043,8760,3516,5335,10141,27780,4340,2215,1583,7918,2801,8427,3277,2370,4387,5097,5875,3673,4290,2092,7952,3015,2381,180107
2/23/21,1951,7287,1155,1055,1415,5110,26345,5606,1040,2043,8779,3530,5348,10172,27885,4344,2217,1585,7920,2811,8453,3289,2372,4401,5103,5883,3676,4296,2093,7958,3023,2391,180536
2/24/21,1971,7306,1163,1055,1417,5186,26522,5623,1049,2058,8874,3555,5384,10241,28060,4367,2224,1600,8000,2842,8539,3314,2377,4432,5138,5912,3688,4327,2104,8020,3051,2410,181809
2/25/21,1984,7325,1175,1057,1421,5197,26713,5639,1056,2068,8918,3571,5396,10297,28220,4399,2256,1604,8066,2860,8610,3339,2380,4470,5167,5927,3694,4337,2115,8052,3061,2441,182815
2/26/21,1990,7336,1180,1057,1423,5221,26869,5649,1071,2072,8966,3589,5412,10347,28340,4422,2282,1612,8128,2873,8674,3364,2387,4500,5178,5951,3705,4357,2122,8089,3078,2448,183692
2/27/21,1993,7349,1190,1058,1424,5226,27037,5654,1075,2084,9008,3618,5433,10395,28433,4450,2298,1616,8178,2887,8723,3378,2392,4529,5194,5965,3709,4372,2129,8125,3092,2460,184474
2/28/21,1997,7356,1196,1059,1427,5240,27199,5668,1075,2090,9047,3631,5453,10445,28560,4474,2306,1621,8228,2903,8790,3393,2395,4549,5206,5987,3714,4375,2135,8156,3098,2484,185257
3/1/21,1997,7357,1197,1061,1430,5242,27319,5672,1077,2090,9055,3640,5458,10475,28699,4481,2312,1622,8236,2910,8830,3402,2400,4555,5210,6011,3718,4380,2136,8158,3100,2485,185715
3/2/21,1997,7359,1197,1062,1435,5244,27427,5676,1081,2090,9077,3646,5468,10536,28788,4485,2326,1622,8242,2919,8868,3402,2403,4563,5212,6022,3725,4385,2136,8163,3110,2486,186152
3/3/21,2008,7433,1204,1064,1436,5266,27560,5689,1084,2095,9124,3665,5487,10571,28952,4508,2352,1629,8334,2942,8958,3424,2404,4595,5268,6050,3727,4393,2164,8192,3115,2494,187187
3/4/21,2025,7454,1207,1065,1439,5282,27711,5703,1088,2104,9179,3687,5507,10599,29068,4527,2386,1641,8397,2953,9018,3445,2410,4613,5313,6069,3736,4399,2167,8223,3120,2509,188044
3/5/21,2031,7466,1216,1066,1440,5297,27909,5705,1092,2107,9230,3701,5534,10636,29223,4547,2397,1645,8422,2960,9119,3461,2411,4626,5328,6078,3739,4409,2170,8251,3129,2521,188866
3/6/21,2031,7490,1217,1067,1443,5325,28008,5718,1093,2116,9283,3718,5558,10679,29313,4562,2405,1648,8477,2973,9172,3476,2418,4639,5358,6090,3742,4423,2176,8288,3140,2532,189578
3/7/21,2034,7554,1219,1067,1446,5331,28163,5725,1098,2118,9326,3725,5577,10703,29447,4631,2419,1650,8506,2984,9204,3492,2423,4652,5377,6103,3746,4426,2185,8332,3147,2547,190357
3/8/21,2035,7566,1219,1067,1449,5333,28230,5725,1098,2118,9339,3729,5581,10720,29507,4641,2421,1651,8508,2991,9208,3505,2425,4656,5379,6103,3751,4427,2188,8332,3153,2549,190604
3/9/21,2039,7573,1219,1068,1451,5334,28345,5729,1100,2118,9354,3735,5591,10725,29556,4649,2429,1653,8508,2999,9231,3512,2431,4661,5381,6105,3755,4428,2194,8334,3166,2550,190923
3/10/21,2049,7595,1219,1069,1452,5366,28462,5750,1101,2129,9380,3761,5610,10781,29686,4674,2434,1661,8576,3008,9301,3535,2436,4680,5402,6114,3762,4442,2211,8412,3171,2560,191789
3/11/21,2053,7626,1218,1074,1453,5377,28612,5750,1107,2131,9417,3778,5629,10825,29794,4701,2448,1666,8625,3022,9355,3549,2436,4694,5415,6118,3766,4453,2216,8442,3177,2564,192491
3/12/21,2060,7640,1220,1074,1457,5392,28754,5751,1112,2138,9448,3797,5641,10874,29910,4735,2463,1667,8660,3027,9395,3558,2437,4711,5423,6127,3773,4453,2218,8482,3183,2572,193152
3/13/21,2065,7652,1221,1077,1459,5402,28870,5763,1113,2149,9481,3813,5652,10930,30017,4768,2482,1691,8696,3045,9462,3590,2440,4729,5431,6140,3778,4447,2222,8498,3191,2577,193851
3/14/21,2068,7663,1228,1077,1462,5405,29047,5773,1114,2160,9529,3830,5671,10955,30110,4778,2486,1697,8711,3056,9520,3611,2443,4744,5440,6143,3782,4453,2224,8524,3200,2586,194490
3/15/21,2070,7664,1228,1078,1463,5407,29109,5773,1116,2160,9537,3837,5673,10971,30147,4790,2487,1697,8714,3062,9530,3632,2445,4747,5444,6145,3785,4453,2225,8528,3205,2588,194710
3/16/21,2071,7667,1228,1078,1463,5409,29214,5773,1116,2160,9555,3842,5678,10976,30178,4793,2497,1698,8715,3069,9537,3641,2445,4751,5446,6146,3789,4453,2225,8528,3211,2592,194944
3/17/21,2071,7668,1228,1078,1463,5411,29257,5773,1116,2160,9558,3852,5687,10989,30196,4820,2498,1698,8718,3075,9540,3655,2445,4758,5448,6147,3793,4456,2225,8530,3212,2594,195119
3/18/21,2081,7671,1233,1080,1466,5435,29385,5787,1120,2176,9594,3879,5712,11042,30312,4841,2508,1701,8759,3089,9617,3680,2454,4785,5472,6148,3797,4476,2235,8550,3223,2600,195908
3/19/21,2089,7687,1239,1081,1468,5448,29500,5793,1122,2183,9637,3894,5725,11088,30423,4869,2521,1705,8804,3101,9672,3713,2455,4799,5491,6154,3804,4479,2242,8584,3227,2609,196606
3/20/21,2102,7701,1242,1082,1469,5471,29582,5809,1123,2190,9653,3929,5733,11120,30527,4890,2531,1705,8826,3135,9721,3729,2458,4820,5508,6165,3804,4488,2249,8607,3240,2610,197219
3/21/21,2106,7718,1243,1083,1470,5484,29701,5811,1124,2197,9707,3949,5745,11152,30579,4912,2548,1715,8860,3148,9769,3738,2462,4843,5542,6181,3810,4494,2254,8622,3245,2615,197827
3/22/21,2107,7720,1243,1083,1470,5485,29746,5812,1127,2196,9727,3955,5750,11153,30619,4951,2554,1715,8861,3150,9773,3743,2464,4845,5545,6187,3813,4495,2254,8624,3252,2617,198036
3/23/21,2107,7723,1243,1084,1472,5485,29787,5812,1128,2199,9747,3960,5756,11158,30657,4963,2558,1716,8861,3156,9786,3747,2467,4854,5545,6189,3820,4496,2255,8629,3260,2619,198239
3/24/21,2141,7736,1247,1097,1475,5504,29902,5828,1130,2229,9774,3987,5781,11188,30769,4970,2619,1724,8881,3175,9855,3759,2471,4880,5580,6193,3826,4511,2264,8649,3269,2634,199048
3/25/21,2144,7741,1250,1100,1477,5518,29969,5833,1132,2233,9802,4003,5790,11211,30870,4989,2651,1728,8894,3191,9919,3784,2475,4891,5588,6200,3839,4527,2273,8687,3281,2637,199627
3/26/21,2147,7747,1251,1103,1477,5537,30062,5841,1132,2237,9822,4021,5800,11234,30981,5007,2667,1731,8915,3202,9997,3797,2478,4900,5599,6208,3851,4545,2281,8707,3293,2641,200211
3/27/21,2149,7754,1254,1104,1479,5546,30141,5844,1135,2248,9866,4037,5815,11261,31039,5026,2689,1734,8927,3205,10076,3815,2484,4921,5630,6209,3863,4625,2283,8761,3300,2642,200862
3/28/21,2151,7764,1259,1106,1479,5558,30254,5850,1138,2251,9896,4041,5819,11274,31118,5038,2710,1735,8951,3217,10135,3835,2487,4947,5641,6223,3878,4631,2283,8796,3321,2643,201429
3/29/21,2151,7765,1259,1107,1480,5563,30278,5854,1138,2251,9905,4045,5827,11279,31145,5056,2711,1735,8970,3218,10140,3841,2490,4949,5668,6228,3889,4634,2284,8796,3324,2643,201623
3/30/21,2151,7765,1259,1111,1480,5565,30329,5855,1138,2251,9921,4047,5831,11298,31176,5066,2725,1735,8970,3221,10150,3849,2492,4953,5669,6235,3891,4635,2287,8798,3332,2647,201832
3/31/21,2148,7771,1268,1114,1481,5580,30457,5862,1141,2256,9941,4064,5843,11321,31423,5077,2737,1735,8997,3233,10212,3864,2496,4980,5707,6263,3904,4642,2294,8827,3341,2654,202633
4/1/21,2154,7791,1271,1126,1484,5589,30534,5869,1142,2259,9959,4083,5852,11354,31569,5090,2749,1739,9029,3242,10252,3879,2496,4993,5707,6274,3914,4654,2298,8852,3348,2658,203210
4/2/21,2158,7799,1273,1128,1485,5597,30605,5874,1142,2271,9994,4090,5859,11374,31648,5105,2762,1740,9041,3244,10291,3885,2502,4999,5713,6292,3922,4656,2299,8895,3360,2661,203664
4/3/21,2162,7802,1273,1128,1485,5601,30630,5877,1142,2274,9997,4092,5865,11376,31673,5107,2776,1742,9042,3246,10319,3886,2506,5001,5744,6295,3926,4658,2300,8897,3369,2663,203854
4/4/21,2162,7808,1274,1128,1487,5604,30661,5877,1142,2274,10002,4094,5867,11384,31700,5111,2787,1746,9047,3249,10336,3887,2508,5004,5744,6298,3930,4658,2301,8899,3378,2664,204011
4/5/21,2162,7810,1274,1130,1488,5605,30686,5877,1143,2274,10005,4097,5870,11388,31726,5129,2800,1746,9048,3250,10338,3897,2508,5008,5744,6299,3934,4658,2301,8900,3386,2666,204147
4/6/21,2162,7810,1274,1130,1490,5609,30741,5880,1144,2275,10036,4103,5877,11395,31766,5135,2856,1747,9048,3253,10342,3904,2508,5010,5744,6301,3935,4660,2302,8901,3390,2671,204399
4/7/21,2177,7819,1281,1130,1495,5638,30821,5884,1146,2289,10067,4121,5904,11416,31874,5142,2856,1751,9060,3261,10402,3918,2513,5025,5771,6303,3947,4667,2303,8925,3406,2673,204985
4/8/21,2185,7834,1287,1132,1496,5662,30884,5888,1147,2295,10124,4133,5915,11447,31964,5157,2881,1753,9069,3269,10498,3928,2517,5033,5805,6313,3952,4680,2307,8946,3415,2682,205598
4/9/21,2193,7846,1287,1133,1497,5679,30958,5908,1153,2305,10160,4138,5929,11477,32030,5174,2906,1755,9085,3278,10579,3936,2517,5042,5817,6326,3960,4687,2310,8963,3431,2687,206146
4/10/21,2198,7857,1290,1136,1498,5950,31025,5921,1156,2309,10164,4157,5939,11509,32108,5182,2918,1755,9110,3322,10690,3947,2522,5046,5823,6345,3964,4705,2326,9006,3450,2692,207020
4/11/21,2273,7967,1295,1142,1524,6343,31509,6124,1156,2316,10189,4168,5945,11564,32607,5199,2941,1757,9124,3325,10740,3987,2525,5059,5844,6373,3968,4720,2330,9030,3469,2699,209212
4/12/21,2273,7971,1295,1144,1524,6344,31535,6122,1156,2316,10189,4169,5948,11572,32629,5213,2941,1758,9124,3327,10744,3988,2530,5062,5860,6376,3970,4720,2332,9034,3473,2699,209338
4/13/21,2273,7975,1295,1146,1526,6351,31585,6124,1157,2316,10202,4174,5952,11575,32827,5223,2945,1761,9126,3328,10763,3994,2530,5065,5862,6379,3973,4723,2335,9037,3478,2702,209702
4/14/21,2279,7983,1297,1147,1526,6375,31684,6125,1160,2330,10215,4180,5957,11596,32942,5243,2945,1763,9144,3336,10861,4003,2532,5072,5882,6390,3978,4729,2344,9066,3493,2705,210282
4/15/21,2289,7984,1300,1152,1526,6399,31771,6128,1162,2330,10248,4198,5966,11622,33005,5255,2974,1765,9148,3342,10942,4010,2536,5076,5898,6408,3982,4736,2349,9095,3506,2710,210812
4/16/21,2299,7989,1302,1155,1527,6401,31813,6138,1162,2333,10300,4211,5974,11642,33066,5264,2987,1767,9153,3356,10978,4019,2542,5083,5914,6422,3989,4740,2351,9114,3510,2712,211213
4/17/21,2309,7999,1307,1155,1528,6439,31882,6148,1163,2337,10347,4221,5982,11668,33136,5273,2997,1767,9161,3366,11017,4028,2553,5096,5923,6433,3993,4742,2356,9133,3521,2713,211693
4/18/21,2311,8009,1308,1157,1529,6488,31942,6151,1163,2337,10365,4232,6008,11678,33325,5291,3001,1768,9169,3376,11040,4036,2560,5102,5930,6440,3996,4744,2356,9175,3527,2714,212228
4/19/21,2315,8011,1308,1159,1529,6488,31970,6152,1163,2337,10373,4234,6014,11684,33346,5293,3001,1769,9170,3380,11049,4042,2560,5104,5931,6440,3997,4745,2357,9176,3528,2714,212339
4/20/21,2317,8012,1308,1161,1529,6492,32003,6153,1165,2337,10375,4239,6021,11685,33373,5298,3007,1769,9171,3384,11052,4042,2561,5107,5932,6441,4000,4748,2358,9176,3533,2717,212466
4/21/21,2333,8019,1316,1169,1530,6531,32091,6154,1168,2348,10402,4250,6035,11724,33473,5326,3015,1771,9184,3390,11088,4068,2567,5111,5947,6447,4004,4764,2362,9203,3540,2718,213048
4/22/21,2338,8027,1333,1175,1530,6551,32136,6156,1170,2357,10424,4261,6043,11738,33527,5466,3020,1774,9194,3402,11116,4077,2576,5119,5952,6453,4007,4777,2363,9251,3555,2729,213597
4/23/21,2344,8031,1333,1180,1532,6571,32183,6162,1170,2359,10459,4278,6048,11754,33590,5489,3025,1774,9248,3418,11153,4093,2582,5137,5956,6467,4013,4797,2373,9285,3560,2731,214095
4/24/21,2350,8032,1337,1181,1532,6582,32241,6164,1171,2361,10471,4293,6050,11777,33643,5510,3034,1777,9272,3427,11178,4102,2591,5142,5959,6472,4014,4810,2375,9346,3575,2735,214504
4/25/21,2353,8035,1337,1181,1533,6596,32290,6165,1171,2363,10508,4293,6061,11796,33695,5518,3038,1779,9310,3439,11205,4114,2596,5148,5965,6480,4017,4815,2377,9360,3579,2736,214853
4/26/21,2354,8038,1337,1181,1534,6598,32313,6169,1172,2364,10511,4294,6062,11801,33706,5530,3038,1779,9310,3441,11209,4117,2598,5149,5965,6481,4019,4816,2377,9362,3586,2736,214947
4/27/21,2354,8039,1337,1181,1534,6600,32339,6171,1174,2364,10540,4296,6069,11815,33727,5549,3044,1780,9310,3444,11217,4121,2601,5150,5969,6482,4020,4817,2377,9366,3587,2739,215113
4/28/21,2359,8042,1340,1181,1534,6618,32392,6179,1175,2373,10558,4305,6077,11836,33785,5569,3064,1780,9326,3454,11277,4128,2603,5152,5978,6488,4028,4831,2380,9397,3595,2743,215547
4/29/21,2364,8046,1343,1183,1534,6639,32443,6186,1176,2384,10569,4319,6088,11851,33849,5581,3089,1781,9330,3477,11292,4152,2607,5157,5985,6494,4031,4833,2381,9407,3603,2744,215918
4/30/21,2369,8049,1345,1184,1535,6658,32502,6194,1177,2389,10598,4324,6099,11873,33904,5592,3119,1783,9346,3481,11341,4157,2609,5162,6010,6508,4036,4843,2390,9499,3625,2746,216447
5/1/21,2371,8051,1359,1184,1538,6676,32567,6196,1178,2396,10603,4329,6109,11886,33964,5608,3125,1793,9369,3486,11384,4165,2612,5170,6029,6522,4038,4861,2394,9568,3629,2747,216907
5/2/21,2372,8055,1360,1190,1539,6689,32592,6216,1178,2409,10626,4330,6110,11896,33998,5617,3129,1794,9384,3488,11404,4173,2623,5173,6033,6523,4044,4865,2394,9578,3636,2750,217168
5/3/21,2372,8055,1361,1191,1539,6692,32607,6216,1178,2409,10626,4335,6113,11898,34008,5625,3131,1794,9384,3489,11407,4174,2623,5173,6033,6525,4046,4867,2394,9582,3636,2750,217233
5/4/21,2372,8055,1361,1191,1539,6692,32622,6217,1179,2409,10637,4340,6115,11910,34038,5629,3133,1795,9385,3495,11409,4174,2626,5174,6034,6526,4048,4867,2395,9587,3641,2750,217345
5/5/21,2385,8059,1364,1192,1543,6724,32650,6220,1179,2411,10663,4349,6121,11942,34068,5639,3147,1797,9399,3507,11453,4184,2633,5177,6042,6537,4057,4873,2397,9616,3658,2754,217740
5/6/21,2385,8060,1367,1192,1545,6735,32690,6226,1181,2413,10668,4355,6130,11948,34095,5647,3159,1798,9405,3531,11489,4187,2638,5186,6046,6543,4063,4875,2399,9631,3664,2756,218007
5/7/21,2386,8063,1367,1200,1547,6748,32733,6226,1181,2415,10669,4360,6132,11957,34120,5653,3162,1799,9405,3531,11499,4187,2642,5189,6048,6546,4065,4883,2399,9637,3666,2758,218173
5/8/21,2387,8114,1370,1203,1550,6770,32787,6229,1181,2417,10672,4367,6134,11970,34172,5668,3179,1801,9425,3557,11543,4195,2644,5263,6059,6558,4070,4888,2403,9647,3672,2762,218657
5/9/21,2389,8117,1373,1204,1552,6781,32820,6231,1182,2425,10678,4372,6140,11975,34201,5670,3180,1809,9427,3579,11576,4200,2648,5269,6066,6561,4076,4889,2403,9682,3686,2767,218928
5/10/21,2389,8117,1373,1204,1552,6791,32825,6231,1183,2425,10680,4373,6142,11984,34207,5674,3180,1809,9427,3579,11577,4203,2653,5270,6066,6562,4078,4889,2404,9682,3689,2767,218985
5/11/21,2390,8118,1373,1206,1554,6792,32835,6231,1183,2425,10681,4376,6143,11997,34211,5682,3183,1809,9427,3585,11585,4209,2655,5270,6067,6562,4080,4890,2405,9685,3712,2768,219089
5/12/21,2395,8119,1373,1208,1555,6798,32857,6234,1183,2426,10683,4378,6146,12008,34232,5691,3199,1810,9426,3611,11599,4223,2660,5272,6068,6568,4086,4895,2405,9689,3756,2770,219323
5/13/21,2396,8136,1375,1208,1557,6821,32889,6237,1183,2426,10688,4382,6154,12017,34265,5694,3206,1814,9435,3636,11621,4233,2670,5277,6076,6563,4091,4898,2414,9697,3759,2772,219590
5/14/21,2398,8158,1378,1210,1557,6843,32905,6237,1183,2434,10677,4394,6158,12036,34352,5699,3223,1814,9439,3641,11639,4255,2677,5281,6074,6563,4095,4902,2419,9724,3765,2771,219901
