FIPS,Admin2,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incident_Rate,Case_Fatality_Ratio
,,Aguascalientes,Mexico,2021-01-02 05:22:33,21.8853,-102.2916,17021,1371,0,15650,"Aguascalientes, Mexico",1186.4341801224703,8.054755889783209
,,Baja California,Mexico,2021-01-02 05:22:33,30.8406,-115.2838,34889,5559,0,29330,"Baja California, Mexico",959.8422831310518,15.933388747169595
,,Baja California Sur,Mexico,2021-01-02 05:22:33,26.0444,-111.6661,17820,784,0,17036,"Baja California Sur, Mexico",2214.4678566635353,4.399551066217733
,,Campeche,Mexico,2021-01-02 05:22:33,19.8301,-90.5349,7273,972,0,6301,"Campeche, Mexico",726.8515326043831,13.364498831293826
,,Chiapas,Mexico,2021-01-02 05:22:33,16.7569,-93.1292,8293,1206,0,7087,"Chiapas, Mexico",144.72022472557168,14.542385144097432
,,Chihuahua,Mexico,2021-01-02 05:22:33,28.633000000000006,-106.0691,36517,4440,0,32077,"Chihuahua, Mexico",960.5977871290892,12.158720595886848
,,Ciudad de Mexico,Mexico,2021-01-02 05:22:33,19.4326,-99.1332,334137,16873,0,317264,"Ciudad de Mexico, Mexico",3704.957895559699,5.049725112753152
,,Coahuila,Mexico,2021-01-02 05:22:33,27.0587,-101.7068,49685,4198,0,45487,"Coahuila, Mexico",1543.6260376795744,8.44923014994465
,,Colima,Mexico,2021-01-02 05:22:33,19.1223,-104.0072,7949,799,0,7150,"Colima, Mexico",1012.4141409381356,10.051578814945277
,,Durango,Mexico,2021-01-02 05:22:33,24.5593,-104.6588,25248,1555,0,23693,"Durango, Mexico",1350.885716181308,6.158903675538657
,,Guanajuato,Mexico,2021-01-02 05:22:33,21.019,-101.2574,83520,5365,0,78155,"Guanajuato, Mexico",1341.0027817137443,6.423611111111111
,,Guerrero,Mexico,2021-01-02 05:22:33,17.4392,-99.5451,26024,2716,0,23308,"Guerrero, Mexico",711.6122074416305,10.43652013525976
,,Hidalgo,Mexico,2021-01-02 05:22:33,20.0911,-98.7624,24599,3429,0,21170,"Hidalgo, Mexico",797.0090856249356,13.93959104028619
,,Jalisco,Mexico,2021-01-02 05:22:33,20.6595,-103.3494,52399,6079,0,46320,"Jalisco, Mexico",623.078630813277,11.601366438290807
,,Mexico,Mexico,2021-01-02 05:22:33,19.4969,-99.7233,147443,19017,0,128426,"Mexico, Mexico",846.0223585434527,12.897865615865115
,,Michoacan,Mexico,2021-01-02 05:22:33,19.5665,-101.7068,33235,2764,0,30471,"Michoacan, Mexico",688.7510488765597,8.316533774635174
,,Morelos,Mexico,2021-01-02 05:22:33,18.6813,-99.1013,9930,1456,0,8474,"Morelos, Mexico",485.7983481877716,14.662638469284994
,,Nayarit,Mexico,2021-01-02 05:22:33,21.7514,-104.8455,7922,1053,0,6869,"Nayarit, Mexico",614.7895614599429,13.292097955061854
,,Nuevo Leon,Mexico,2021-01-02 05:22:33,25.5922,-99.9962,83209,5202,0,78007,"Nuevo Leon, Mexico",1483.1859309362865,6.251727577545698
,,Oaxaca,Mexico,2021-01-02 05:22:33,17.0732,-96.7266,28404,2130,0,26274,"Oaxaca, Mexico",685.4920355353433,7.498943810730883
,,Puebla,Mexico,2021-01-02 05:22:33,19.0414,-98.2063,47636,5755,0,41881,"Puebla, Mexico",721.2711548620771,12.081199093122848
,,Queretaro,Mexico,2021-01-02 05:22:33,20.5888,-100.3899,32582,1890,0,30692,"Queretaro, Mexico",1429.2626413766752,5.8007488797495546
,,Quintana Roo,Mexico,2021-01-02 05:22:33,19.1817,-88.4791,15968,2031,0,13937,"Quintana Roo, Mexico",926.6163704933501,12.719188376753507
,,San Luis Potosi,Mexico,2021-01-02 05:22:33,22.1565,-100.9855,39968,3074,0,36894,"San Luis Potosi, Mexico",1394.4877818335588,7.691152922337871
,,Sinaloa,Mexico,2021-01-02 05:22:33,25.1721,-107.4795,26847,4238,0,22609,"Sinaloa, Mexico",850.483768675511,15.785748873244684
,,Sonora,Mexico,2021-01-02 05:22:33,29.2972,-110.3309,52146,4196,0,47950,"Sonora, Mexico",1695.945517433153,8.04663828481571
,,Tabasco,Mexico,2021-01-02 05:22:33,17.8409,-92.6189,44592,3207,0,41385,"Tabasco, Mexico",1733.5546150176865,7.191872981700754
,,Tamaulipas,Mexico,2021-01-02 05:22:33,24.2669,-98.8363,39416,3281,0,36135,"Tamaulipas, Mexico",1079.7123323769613,8.324030850416074
,,Tlaxcala,Mexico,2021-01-02 05:22:33,19.3139,-98.2404,11351,1420,0,9931,"Tlaxcala, Mexico",822.529675488094,12.509911021055414
,,Unknown,Mexico,2021-01-02 05:22:33,,,0,0,1083768,0,"Unknown, Mexico",,
,,Veracruz,Mexico,2021-01-02 05:22:33,19.1738,-96.1342,43211,6353,0,36858,"Veracruz, Mexico",505.99178300539285,14.702274883710166
,,Yucatan,Mexico,2021-01-02 05:22:33,20.7099,-89.0943,26748,2323,0,24425,"Yucatan, Mexico",1184.0123801623479,8.684761477493645
,,Zacatecas,Mexico,2021-01-02 05:22:33,22.7709,-102.5832,21203,1771,0,19432,"Zacatecas, Mexico",1272.3637293225142,8.35259161439419
,,Aguascalientes,Mexico,2022-01-02 04:20:52,21.8853,-102.2916,39406,3034,,,"Aguascalientes, Mexico",2736.7936792285145,7.727376919746326
,,Baja California,Mexico,2022-01-02 04:20:52,30.8406,-115.2838,91961,11052,,,"Baja California, Mexico",2519.2111515466313,12.042153543737031
,,Baja California Sur,Mexico,2022-01-02 04:20:52,26.0444,-111.6661,62482,2426,,,"Baja California Sur, Mexico",7683.656680435636,3.921980883375653
,,Campeche,Mexico,2022-01-02 04:20:52,19.8301,-90.5349,24428,2106,,,"Campeche, Mexico",2434.098161434395,8.646740022992281
,,Chiapas,Mexico,2022-01-02 04:20:52,16.7569,-93.1292,23660,2297,,,"Chiapas, Mexico",412.78333481956736,9.710831149065697
,,Chihuahua,Mexico,2022-01-02 04:20:52,28.63300000000001,-106.0691,81054,8743,,,"Chihuahua, Mexico",2123.2480868670605,10.823267050734064
,,Ciudad de Mexico,Mexico,2022-01-02 04:20:52,19.4326,-99.1332,1005736,40332,,,"Ciudad de Mexico, Mexico",11127.547430905639,4.0185181863656565
,,Coahuila,Mexico,2022-01-02 04:20:52,27.0587,-101.7068,102367,7810,,,"Coahuila, Mexico",3169.862554058757,7.65174607219516
,,Colima,Mexico,2022-01-02 04:20:52,19.1223,-104.0072,33460,2040,,,"Colima, Mexico",4255.094230041787,6.106139064323984
,,Durango,Mexico,2022-01-02 04:20:52,24.5593,-104.6588,51135,3180,,,"Durango, Mexico",2730.770959381401,6.2286923468787965
,,Guanajuato,Mexico,2022-01-02 04:20:52,21.019000000000002,-101.2574,204538,13393,,,"Guanajuato, Mexico",3275.213043949472,6.562215053974293
,,Guerrero,Mexico,2022-01-02 04:20:52,17.4392,-99.5451,77597,6323,,,"Guerrero, Mexico",2120.86360364972,8.152293033870116
,,Hidalgo,Mexico,2022-01-02 04:20:52,20.0911,-98.7624,63528,7907,,,"Hidalgo, Mexico",2055.1034307127948,12.46590676189125
,,Jalisco,Mexico,2022-01-02 04:20:52,20.6595,-103.3494,166698,17800,,,"Jalisco, Mexico",1979.156670760752,10.694480326361894
,,Mexico,Mexico,2022-01-02 04:20:52,19.4969,-99.7233,384693,44836,,,"Mexico, Mexico",2204.060296801832,11.672164094980982
,,Michoacan,Mexico,2022-01-02 04:20:52,19.5665,-101.7068,74027,8276,,,"Michoacan, Mexico",1533.1990025284945,11.183650298041442
,,Morelos,Mexico,2022-01-02 04:20:52,18.6813,-99.1013,50815,4954,,,"Morelos, Mexico",2482.904105460804,9.757250945775535
,,Nayarit,Mexico,2022-01-02 04:20:52,21.7514,-104.8455,34738,2914,,,"Nayarit, Mexico",2692.362314532921,8.387859222321506
,,Nuevo Leon,Mexico,2022-01-02 04:20:52,25.5922,-99.9962,210664,13746,,,"Nuevo Leon, Mexico",3746.992283454658,6.536258634140772
,,Oaxaca,Mexico,2022-01-02 04:20:52,17.0732,-96.7266,84085,5659,,,"Oaxaca, Mexico",2028.263876302523,6.732268005663768
,,Puebla,Mexico,2022-01-02 04:20:52,19.0414,-98.2063,126801,15731,,,"Puebla, Mexico",1918.978579748718,12.410642427685461
,,Queretaro,Mexico,2022-01-02 04:20:52,20.5888,-100.3899,100572,5665,,,"Queretaro, Mexico",4406.534900074003,5.639453276656745
,,Quintana Roo,Mexico,2022-01-02 04:20:52,19.1817,-88.4791,62619,4102,,,"Quintana Roo, Mexico",3601.664056302622,6.607482357490413
,,San Luis Potosi,Mexico,2022-01-02 04:20:52,22.1565,-100.9855,108935,6835,,,"San Luis Potosi, Mexico",3787.2861847040376,6.290246800983888
,,Sinaloa,Mexico,2022-01-02 04:20:52,25.1721,-107.4795,75818,9019,,,"Sinaloa, Mexico",2396.2246339026456,11.92210573630703
,,Sonora,Mexico,2022-01-02 04:20:52,29.2972,-110.3309,123642,9169,,,"Sonora, Mexico",4014.6743876321448,7.4213591918406365
,,Tabasco,Mexico,2022-01-02 04:20:52,17.8409,-92.6189,144566,5763,,,"Tabasco, Mexico",5618.3855067494405,3.984888009355042
,,Tamaulipas,Mexico,2022-01-02 04:20:52,24.2669,-98.8363,104701,7131,,,"Tamaulipas, Mexico",2862.8976809852184,6.819247366356339
,,Tlaxcala,Mexico,2022-01-02 04:20:52,19.3139,-98.2404,29688,3000,,,"Tlaxcala, Mexico",2150.127788836465,10.110541925047183
,,Unknown,Mexico,2022-01-02 04:20:52,,,0,0,,,"Unknown, Mexico",,
,,Veracruz,Mexico,2022-01-02 04:20:52,19.1738,-96.1342,124944,15103,,,"Veracruz, Mexico",1462.2718727773356,12.09119446490919
,,Yucatan,Mexico,2022-01-02 04:20:52,20.7099,-89.0943,76274,5725,,,"Yucatan, Mexico",3342.6172746821962,7.581476037238621
,,Zacatecas,Mexico,2022-01-02 04:20:52,22.7709,-102.5832,43284,3454,,,"Zacatecas, Mexico",2586.493489659907,8.008909099345738
,,Aguascalientes,Mexico,2021-01-03 05:22:52,21.8853,-102.2916,17097,1373,0,15724,"Aguascalientes, Mexico",1191.7316948213308,8.030648651810258
,,Baja California,Mexico,2021-01-03 05:22:52,30.8406,-115.2838,35248,5591,0,29657,"Baja California, Mexico",969.718845361097,15.861892873354517
,,Baja California Sur,Mexico,2021-01-03 05:22:52,26.0444,-111.6661,17935,784,0,17151,"Baja California Sur, Mexico",2228.7587547284234,4.371340953442989
,,Campeche,Mexico,2021-01-03 05:22:52,19.8301,-90.5349,7286,972,0,6314,"Campeche, Mexico",728.1507309989736,13.340653307713422
,,Chiapas,Mexico,2021-01-03 05:22:52,16.7569,-93.1292,8318,1207,0,7111,"Chiapas, Mexico",145.1564969573502,14.510699687424863
,,Chihuahua,Mexico,2021-01-03 05:22:52,28.633000000000006,-106.0691,36518,4440,0,32078,"Chihuahua, Mexico",960.6240926248071,12.158387644449313
,,Ciudad de Mexico,Mexico,2021-01-03 05:22:52,19.4326,-99.1332,335746,16955,0,318791,"Ciudad de Mexico, Mexico",3722.7987131104505,5.049948472952768
,,Coahuila,Mexico,2021-01-03 05:22:52,27.0587,-101.7068,49852,4207,0,45645,"Coahuila, Mexico",1548.8144355520208,8.438979378961728
,,Colima,Mexico,2021-01-03 05:22:52,19.1223,-104.0072,8014,800,0,7214,"Colima, Mexico",1020.6927821711182,9.982530571499876
,,Durango,Mexico,2021-01-03 05:22:52,24.5593,-104.6588,25377,1556,0,23821,"Durango, Mexico",1357.7878176304282,6.1315364306261575
,,Guanajuato,Mexico,2021-01-03 05:22:52,21.019,-101.2574,83813,5382,0,78431,"Guanajuato, Mexico",1345.7072095758388,6.421438201710952
,,Guerrero,Mexico,2021-01-03 05:22:52,17.4392,-99.5451,26125,2722,0,23403,"Guerrero, Mexico",714.3739978255686,10.41913875598086
,,Hidalgo,Mexico,2021-01-03 05:22:52,20.0911,-98.7624,24699,3452,0,21247,"Hidalgo, Mexico",800.2490916643069,13.976274343090813
,,Jalisco,Mexico,2021-01-03 05:22:52,20.6595,-103.3494,52779,6108,0,46671,"Jalisco, Mexico",627.5972262007662,11.572784630250668
,,Mexico,Mexico,2021-01-03 05:22:52,19.4969,-99.7233,147922,19081,0,128841,"Mexico, Mexico",848.7708424303942,12.899365882018902
,,Michoacan,Mexico,2021-01-03 05:22:52,19.5665,-101.7068,33368,2768,0,30600,"Michoacan, Mexico",691.5072964920429,8.295372812275234
,,Morelos,Mexico,2021-01-03 05:22:52,18.6813,-99.1013,10077,1460,0,8617,"Morelos, Mexico",492.9899249434214,14.48843901954947
,,Nayarit,Mexico,2021-01-03 05:22:52,21.7514,-104.8455,7948,1053,0,6895,"Nayarit, Mexico",616.8073004902329,13.24861600402617
,,Nuevo Leon,Mexico,2021-01-03 05:22:52,25.5922,-99.9962,83550,5204,0,78346,"Nuevo Leon, Mexico",1489.2641965379553,6.228605625374027
,,Oaxaca,Mexico,2021-01-03 05:22:52,17.0732,-96.7266,28512,2133,0,26379,"Oaxaca, Mexico",688.0984691305348,7.481060606060606
,,Puebla,Mexico,2021-01-03 05:22:52,19.0414,-98.2063,48182,5761,0,42421,"Puebla, Mexico",729.5383068176295,11.956747333028932
,,Queretaro,Mexico,2021-01-03 05:22:52,20.5888,-100.3899,32750,1890,0,30860,"Queretaro, Mexico",1436.6322357463052,5.770992366412214
,,Quintana Roo,Mexico,2021-01-03 05:22:52,19.1817,-88.4791,15970,2035,0,13935,"Quintana Roo, Mexico",926.732429657991,12.742642454602379
,,San Luis Potosi,Mexico,2021-01-03 05:22:52,22.1565,-100.9855,40248,3079,0,37169,"San Luis Potosi, Mexico",1404.2570116902791,7.65006956867422
,,Sinaloa,Mexico,2021-01-03 05:22:52,25.1721,-107.4795,26890,4239,0,22651,"Sinaloa, Mexico",851.8459619206798,15.764224618817405
,,Sonora,Mexico,2021-01-03 05:22:52,29.2972,-110.3309,52380,4209,0,48171,"Sonora, Mexico",1703.5559046359942,8.035509736540664
,,Tabasco,Mexico,2021-01-03 05:22:52,17.8409,-92.6189,44773,3209,0,41564,"Tabasco, Mexico",1740.5911548750198,7.167265986197038
,,Tamaulipas,Mexico,2021-01-03 05:22:52,24.2669,-98.8363,39466,3302,0,36164,"Tamaulipas, Mexico",1081.0819694943464,8.366695383367963
,,Tlaxcala,Mexico,2021-01-03 05:22:52,19.3139,-98.2404,11366,1424,0,9942,"Tlaxcala, Mexico",823.6166233457559,12.528594052437093
,,Unknown,Mexico,2021-01-03 05:22:52,,,0,0,1090905,0,"Unknown, Mexico",,
,,Veracruz,Mexico,2021-01-03 05:22:52,19.1738,-96.1342,43322,6355,0,36967,"Veracruz, Mexico",507.29156981693615,14.669221180924241
,,Yucatan,Mexico,2021-01-03 05:22:52,20.7099,-89.0943,26807,2327,0,24480,"Yucatan, Mexico",1186.6240419848984,8.680568508225463
,,Zacatecas,Mexico,2021-01-03 05:22:52,22.7709,-102.5832,21206,1773,0,19433,"Zacatecas, Mexico",1272.543755318268,8.3608412713383
,,Aguascalientes,Mexico,2022-01-03 02:22:25,21.8853,-102.2916,39409,3034,,,"Aguascalientes, Mexico",2746.761371359265,7.699335126630462
,,Baja California,Mexico,2022-01-03 02:22:25,30.8406,-115.2838,92004,11061,,,"Baja California, Mexico",2529.968075869605,12.018138123769859
,,Baja California Sur,Mexico,2022-01-03 02:22:25,26.0444,-111.6661,62741,2426,,,"Baja California Sur, Mexico",7764.555590350786,3.8827182228481805
,,Campeche,Mexico,2022-01-03 02:22:25,19.8301,-90.5349,24434,2106,,,"Campeche, Mexico",2441.293721773665,8.62125429834616
,,Chiapas,Mexico,2022-01-03 02:22:25,16.7569,-93.1292,23666,2297,,,"Chiapas, Mexico",412.88804015519423,9.708368554522401
,,Chihuahua,Mexico,2022-01-03 02:22:25,28.63300000000001,-106.0691,81080,8744,,,"Chihuahua, Mexico",2132.1656499154146,10.78663606978064
,,Ciudad de Mexico,Mexico,2022-01-03 02:22:25,19.4326,-99.1332,1006124,40332,,,"Ciudad de Mexico, Mexico",11151.741752779937,4.010197507099279
,,Coahuila,Mexico,2022-01-03 02:22:25,27.0587,-101.7068,102430,7811,,,"Coahuila, Mexico",3180.3636228065816,7.629411822169254
,,Colima,Mexico,2022-01-03 02:22:25,19.1223,-104.0072,33482,2040,,,"Colima, Mexico",4261.589779316898,6.096832038254632
,,Durango,Mexico,2022-01-03 02:22:25,24.5593,-104.6588,51142,3180,,,"Durango, Mexico",2735.9609116338397,6.218832502200058
,,Guanajuato,Mexico,2022-01-03 02:22:25,21.019000000000002,-101.2574,204571,13393,,,"Guanajuato, Mexico",3284.075993368844,6.547927524469781
,,Guerrero,Mexico,2022-01-03 02:22:25,17.4392,-99.5451,77606,6323,,,"Guerrero, Mexico",2121.8480041826087,8.148510896039795
,,Hidalgo,Mexico,2022-01-03 02:22:25,20.0911,-98.7624,63540,7909,,,"Hidalgo, Mexico",2058.3110366917717,12.446480292154641
,,Jalisco,Mexico,2022-01-03 02:22:25,20.6595,-103.3494,166741,17800,,,"Jalisco, Mexico",1982.2126681675531,10.677992537402968
,,Mexico,Mexico,2022-01-03 02:22:25,19.4969,-99.7233,384759,44836,,,"Mexico, Mexico",2207.3538870964135,11.65500801938169
,,Michoacan,Mexico,2022-01-03 02:22:25,19.5665,-101.7068,74034,8277,,,"Michoacan, Mexico",1534.110843844895,11.179704702338336
,,Morelos,Mexico,2022-01-03 02:22:25,18.6813,-99.1013,50830,4954,,,"Morelos, Mexico",2485.986209784654,9.749089835678442
,,Nayarit,Mexico,2022-01-03 02:22:25,21.7514,-104.8455,34740,2914,,,"Nayarit, Mexico",2695.854555162269,8.388508261845818
,,Nuevo Leon,Mexico,2022-01-03 02:22:25,25.5922,-99.9962,210695,13747,,,"Nuevo Leon, Mexico",3755.0491047213854,6.525082595982227
,,Oaxaca,Mexico,2022-01-03 02:22:25,17.0732,-96.7266,84095,5659,,,"Oaxaca, Mexico",2029.27748936732,6.730094547184397
,,Puebla,Mexico,2022-01-03 02:22:25,19.0414,-98.2063,126864,15732,,,"Puebla, Mexico",1919.9324818974355,12.406053580019085
,,Queretaro,Mexico,2022-01-03 02:22:25,20.5888,-100.3899,100604,5665,,,"Queretaro, Mexico",4411.755029419158,5.632780495565366
,,Quintana Roo,Mexico,2022-01-03 02:22:25,19.1817,-88.4791,62666,4102,,,"Quintana Roo, Mexico",3633.7544153258445,6.550727415001837
,,San Luis Potosi,Mexico,2022-01-03 02:22:25,22.1565,-100.9855,108966,6836,,,"San Luis Potosi, Mexico",3800.7537658636593,6.2743838068573
,,Sinaloa,Mexico,2022-01-03 02:22:25,25.1721,-107.4795,75822,9019,,,"Sinaloa, Mexico",2401.831801446713,11.895592075760373
,,Sonora,Mexico,2022-01-03 02:22:25,29.2972,-110.3309,123710,9170,,,"Sonora, Mexico",4021.2115151012517,7.415764869542712
,,Tabasco,Mexico,2022-01-03 02:22:25,17.8409,-92.6189,144768,5763,,,"Tabasco, Mexico",5620.134922736071,3.9864145096357375
,,Tamaulipas,Mexico,2022-01-03 02:22:25,24.2669,-98.8363,104773,7132,,,"Tamaulipas, Mexico",2868.0475165465864,6.810823201306578
,,Tlaxcala,Mexico,2022-01-03 02:22:25,19.3139,-98.2404,29690,3000,,,"Tlaxcala, Mexico",2151.2871998846385,10.105092966855295
,,Unknown,Mexico,2022-01-03 02:22:25,,,0,0,,,"Unknown, Mexico",,
,,Veracruz,Mexico,2022-01-03 02:22:25,19.1738,-96.1342,124952,15103,,,"Veracruz, Mexico",1463.0681385717942,12.08781534127289
,,Yucatan,Mexico,2022-01-03 02:22:25,20.7099,-89.0943,76342,5725,,,"Yucatan, Mexico",3376.3032856476348,7.505834229226211
,,Zacatecas,Mexico,2022-01-03 02:22:25,22.7709,-102.5832,43307,3454,,,"Zacatecas, Mexico",2597.415066735637,7.979853987616671
,,Aguascalientes,Mexico,2021-01-04 05:22:02,21.8853,-102.2916,17104,1374,0,15730,"Aguascalientes, Mexico",1192.2196238067522,8.033208606173995
,,Baja California,Mexico,2021-01-04 05:22:02,30.8406,-115.2838,35351,5615,0,29736,"Baja California, Mexico",972.5525108477117,15.883567650137195
,,Baja California Sur,Mexico,2021-01-04 05:22:02,26.0444,-111.6661,18003,784,0,17219,"Baja California Sur, Mexico",2237.209024888531,4.354829750597123
,,Campeche,Mexico,2021-01-04 05:22:02,19.8301,-90.5349,7288,972,0,6316,"Campeche, Mexico",728.3506076750645,13.336992316136115
,,Chiapas,Mexico,2021-01-04 05:22:02,16.7569,-93.1292,8337,1210,0,7127,"Chiapas, Mexico",145.48806385350187,14.513614009835672
,,Chihuahua,Mexico,2021-01-04 05:22:02,28.633000000000006,-106.0691,36580,4440,0,32140,"Chihuahua, Mexico",962.2550333593144,12.137780207763806
,,Ciudad de Mexico,Mexico,2021-01-04 05:22:02,19.4326,-99.1332,337068,17028,0,320040,"Ciudad de Mexico, Mexico",3737.4572344293406,5.051799636868525
,,Coahuila,Mexico,2021-01-04 05:22:02,27.0587,-101.7068,50007,4230,0,45777,"Coahuila, Mexico",1553.6300144156683,8.458815765792789
,,Colima,Mexico,2021-01-04 05:22:02,19.1223,-104.0072,8017,800,0,7217,"Colima, Mexico",1021.0748733049483,9.978795060496445
,,Durango,Mexico,2021-01-04 05:22:02,24.5593,-104.6588,25436,1560,0,23876,"Durango, Mexico",1360.9445927118088,6.133039786129895
,,Guanajuato,Mexico,2021-01-04 05:22:02,21.019,-101.2574,84049,5428,0,78621,"Guanajuato, Mexico",1349.4964415739764,6.458137515021
,,Guerrero,Mexico,2021-01-04 05:22:02,17.4392,-99.5451,26197,2728,0,23469,"Guerrero, Mexico",716.3427988913462,10.413406115204031
,,Hidalgo,Mexico,2021-01-04 05:22:02,20.0911,-98.7624,24786,3475,0,21311,"Hidalgo, Mexico",803.0678969185599,14.02001129669975
,,Jalisco,Mexico,2021-01-04 05:22:02,20.6595,-103.3494,52933,6149,0,46784,"Jalisco, Mexico",629.4284464367487,11.616571892770105
,,Mexico,Mexico,2021-01-04 05:22:02,19.4969,-99.7233,148276,19138,0,129138,"Mexico, Mexico",850.8020810441255,12.90701124929186
,,Michoacan,Mexico,2021-01-04 05:22:02,19.5665,-101.7068,33523,2770,0,30753,"Michoacan, Mexico",694.7194647657262,8.262983623184082
,,Morelos,Mexico,2021-01-04 05:22:02,18.6813,-99.1013,10093,1463,0,8630,"Morelos, Mexico",493.7726815970975,14.495194689388684
,,Nayarit,Mexico,2021-01-04 05:22:02,21.7514,-104.8455,7965,1054,0,6911,"Nayarit, Mexico",618.1265913946535,13.232893910860012
,,Nuevo Leon,Mexico,2021-01-04 05:22:02,25.5922,-99.9962,84360,5204,0,79156,"Nuevo Leon, Mexico",1503.7023054451456,6.1688003793266954
,,Oaxaca,Mexico,2021-01-04 05:22:02,17.0732,-96.7266,28524,2137,0,26387,"Oaxaca, Mexico",688.3880728633338,7.491936614780536
,,Puebla,Mexico,2021-01-04 05:22:02,19.0414,-98.2063,48421,5766,0,42655,"Puebla, Mexico",733.1570784611772,11.908056421800458
,,Queretaro,Mexico,2021-01-04 05:22:02,20.5888,-100.3899,32927,1890,0,31037,"Queretaro, Mexico",1444.3966298143082,5.739970237191363
,,Quintana Roo,Mexico,2021-01-04 05:22:02,19.1817,-88.4791,16023,2041,0,13982,"Quintana Roo, Mexico",929.8079975209762,12.7379392123822
,,San Luis Potosi,Mexico,2021-01-04 05:22:02,22.1565,-100.9855,40373,3082,0,37291,"San Luis Potosi, Mexico",1408.6182750191722,7.633814678126471
,,Sinaloa,Mexico,2021-01-04 05:22:02,25.1721,-107.4795,26979,4239,0,22740,"Sinaloa, Mexico",854.6653851490524,15.712220616034694
,,Sonora,Mexico,2021-01-04 05:22:02,29.2972,-110.3309,52632,4221,0,48411,"Sonora, Mexico",1711.7517062390539,8.01983584131327
,,Tabasco,Mexico,2021-01-04 05:22:02,17.8409,-92.6189,44961,3214,0,41747,"Tabasco, Mexico",1747.899826108051,7.148417517403972
,,Tamaulipas,Mexico,2021-01-04 05:22:02,24.2669,-98.8363,39480,3306,0,36174,"Tamaulipas, Mexico",1081.4654678872141,8.373860182370821
,,Tlaxcala,Mexico,2021-01-04 05:22:02,19.3139,-98.2404,11489,1429,0,10060,"Tlaxcala, Mexico",832.5295957785844,12.437984158760553
,,Unknown,Mexico,2021-01-04 05:22:02,,,0,0,1098431,0,"Unknown, Mexico",,
,,Veracruz,Mexico,2021-01-04 05:22:02,19.1738,-96.1342,43399,6360,0,37039,"Veracruz, Mexico",508.19322373125,14.654715546441162
,,Yucatan,Mexico,2021-01-04 05:22:02,20.7099,-89.0943,26880,2329,0,24551,"Yucatan, Mexico",1189.8554201721217,8.664434523809524
,,Zacatecas,Mexico,2021-01-04 05:22:02,22.7709,-102.5832,21294,1777,0,19517,"Zacatecas, Mexico",1277.824517860379,8.345073729689114
,,Aguascalientes,Mexico,2022-01-04 04:22:17,21.8853,-102.2916,39423,3034,,,"Aguascalientes, Mexico",2747.946341752432,7.696015016614666
,,Baja California,Mexico,2022-01-04 04:22:17,30.8406,-115.2838,92092,11064,,,"Baja California, Mexico",2533.5720581875325,12.014072883638102
,,Baja California Sur,Mexico,2022-01-04 04:22:17,26.0444,-111.6661,63147,2426,,,"Baja California Sur, Mexico",7847.194261769489,3.8418293822351024
,,Campeche,Mexico,2022-01-04 04:22:17,19.8301,-90.5349,24449,2106,,,"Campeche, Mexico",2443.39242687262,8.613849237187615
,,Chiapas,Mexico,2022-01-04 04:22:17,16.7569,-93.1292,23672,2297,,,"Chiapas, Mexico",413.0974508264479,9.703447110510307
,,Chihuahua,Mexico,2022-01-04 04:22:17,28.63300000000001,-106.0691,81148,8744,,,"Chihuahua, Mexico",2134.6383665128933,10.775373391827278
,,Ciudad de Mexico,Mexico,2022-01-04 04:22:17,19.4326,-99.1332,1006766,40338,,,"Ciudad de Mexico, Mexico",11163.16253716606,4.006690730517319
,,Coahuila,Mexico,2022-01-04 04:22:17,27.0587,-101.7068,102491,7815,,,"Coahuila, Mexico",3184.2160858975,7.6250597613448985
,,Colima,Mexico,2022-01-04 04:22:17,19.1223,-104.0072,33505,2040,,,"Colima, Mexico",4267.321146324347,6.088643486046859
,,Durango,Mexico,2022-01-04 04:22:17,24.5593,-104.6588,51212,3180,,,"Durango, Mexico",2740.080770638353,6.209482152620479
,,Guanajuato,Mexico,2022-01-04 04:22:17,21.019000000000002,-101.2574,204636,13399,,,"Guanajuato, Mexico",3285.6494880121386,6.547723763169726
,,Guerrero,Mexico,2022-01-04 04:22:17,17.4392,-99.5451,77618,6325,,,"Guerrero, Mexico",2122.4222378267937,8.148882991058775
,,Hidalgo,Mexico,2022-01-04 04:22:17,20.0911,-98.7624,63581,7909,,,"Hidalgo, Mexico",2060.0282398926392,12.439250719554584
,,Jalisco,Mexico,2022-01-04 04:22:17,20.6595,-103.3494,166822,17802,,,"Jalisco, Mexico",1983.6871571887345,10.671254390907674
,,Mexico,Mexico,2022-01-04 04:22:17,19.4969,-99.7233,384959,44837,,,"Mexico, Mexico",2208.8801850378045,11.647214378674093
,,Michoacan,Mexico,2022-01-04 04:22:17,19.5665,-101.7068,74043,8278,,,"Michoacan, Mexico",1534.4424225054045,11.179990005807436
,,Morelos,Mexico,2022-01-04 04:22:17,18.6813,-99.1013,50854,4954,,,"Morelos, Mexico",2487.894179127989,9.741613245762379
,,Nayarit,Mexico,2022-01-04 04:22:17,21.7514,-104.8455,34745,2915,,,"Nayarit, Mexico",2696.397792593501,8.389696359188372
,,Nuevo Leon,Mexico,2022-01-04 04:22:17,25.5922,-99.9962,210836,13747,,,"Nuevo Leon, Mexico",3758.114974760938,6.520233736174088
