Row Labels,Aguascalientes,Baja California,Baja California Sur,Campeche,Chiapas,Chihuahua,Ciudad de Mexico,Coahuila,Colima,Durango,Guanajuato,Guerrero,Hidalgo,Jalisco,Mexico,Michoacan,Morelos,Nayarit,Nuevo Leon,Oaxaca,Puebla,Queretaro,Quintana Roo,San Luis Potosi,Sinaloa,Sonora,Tabasco,Tamaulipas,Tlaxcala,Veracruz,Yucatan,Zacatecas,Grand Total
11/25/20,12513,25636,14047,6723,7695,28498,191201,39908,7065,19392,58944,23371,18255,39405,107339,27695,7641,7088,64502,23793,38776,19518,14142,33398,23871,41908,36484,34539,8974,39192,23301,15338,1060152
11/26/20,12779,25883,14104,6733,7707,28797,193819,40333,7091,19764,59618,23455,18409,39665,108472,27748,7730,7107,65184,23966,39088,20076,14197,33608,24037,42127,36584,35007,9046,39260,23415,15678,1070487
11/27/20,12905,26122,14156,6748,7715,29070,196028,40566,7102,20276,60030,23518,18583,39889,109218,27884,7772,7127,65649,24098,39250,20574,14244,33757,24155,42286,36695,35150,9181,39393,23515,15938,1078594
11/28/20,12998,26391,14255,6760,7729,29392,200704,41112,7131,20574,60918,23572,18779,40276,110093,28040,7806,7143,66363,24220,39444,20989,14308,33990,24213,42540,36850,35313,9262,39578,23649,16283,1090675
11/29/20,13082,26595,14344,6768,7732,29793,204448,41524,7145,20834,61473,23608,18925,40572,110779,28913,7834,7157,66875,24362,39657,21354,14373,34290,24337,42780,36996,35506,9373,39686,23775,16513,1101403
11/30/20,13509,26641,14393,6785,7740,29991,206204,41727,7175,21092,62073,23701,19022,40947,111180,28355,7843,7178,67165,24355,39810,21593,14412,34472,24391,42974,37103,35564,9399,39735,23872,16670,1107071
12/1/20,13850,26877,14504,6801,7750,30098,207699,41948,7207,21208,62552,23811,19168,41266,111699,28496,7861,7192,67344,24382,39902,21885,14453,34689,24486,43459,37305,35581,9420,39849,23983,16818,1113543
12/2/20,13932,27038,14563,6811,7755,30352,211007,42138,7263,21346,63274,23850,19273,41587,112660,28592,7919,7208,67756,24518,40026,22228,14485,34899,24556,43677,37469,35721,9469,39906,24110,16974,1122362
12/3/20,14042,27289,14648,6831,7771,30578,215006,42410,7280,21577,64253,23901,19380,42178,113557,28697,8017,7253,68310,24630,40247,22760,14527,35160,24625,44100,37615,36008,9510,39974,24202,17277,1133613
12/4/20,14083,27478,14774,6835,7788,30957,219465,42693,7309,21783,65131,23980,19488,42477,114492,28822,8042,7265,69026,24767,40445,23076,14591,35370,24702,44476,37796,36150,9521,40047,24323,17491,1144643
12/5/20,14291,27766,14844,6853,7798,31428,224291,42963,7317,21950,65976,24057,19641,43031,115499,28971,8085,7294,69627,24934,40626,23397,14645,35555,24785,44795,38003,36298,9576,40239,24462,17773,1156770
12/6/20,14593,27963,14942,6866,7822,31671,229418,43269,7359,22228,66516,24109,19752,43324,116599,29112,8162,7318,70119,25037,40782,23864,14710,35741,24863,45122,38205,36377,9613,40427,24577,17935,1168395
12/7/20,14750,28184,14999,6884,7827,32125,232009,43450,7373,22391,67124,24165,19883,43716,117013,29255,8165,7342,70477,25108,40891,24159,14750,36065,24887,45219,38317,36402,9644,40539,24639,18098,1175850
12/8/20,15011,28354,15094,6891,7849,32281,233577,43642,7396,22434,67644,24243,20102,44003,117654,29389,8247,7369,70717,25151,41021,24554,14782,36261,24940,45641,38436,36468,9653,40598,24672,18175,1182249
12/9/20,15129,28504,15103,6900,7858,32522,239006,43826,7410,22562,68236,24303,20254,44224,119071,29527,8298,7386,71114,25354,41206,24788,14812,36360,25038,45880,38576,36570,9686,40716,24731,18305,1193255
12/10/20,15159,28886,15242,6921,7874,32716,244062,44053,7432,22680,69188,24353,20537,44560,120284,29595,8370,7419,71317,25519,41713,25278,14831,36423,25110,46296,38767,36765,9750,40759,24850,18520,1205229
12/11/20,15252,29198,15420,6932,7889,32880,248976,44282,7456,22899,69826,24417,20834,44832,121562,29765,8482,7433,71981,25671,41915,25852,14878,36729,25189,46384,39102,36884,9819,40785,24924,18678,1217126
12/12/20,15296,29385,15511,6950,7908,33057,254543,44579,7479,23048,70711,24501,20950,45172,122885,29910,8520,7457,72419,25819,42168,26235,14904,36869,25307,46729,39420,37070,9854,40873,25006,18844,1229379
12/13/20,15438,29616,15626,6960,7914,33210,259553,44875,7505,23217,71581,24588,21129,45499,124094,30145,8575,7472,73077,25959,42447,26536,14977,37032,25365,47008,39767,37183,9902,41101,25073,19012,1241436
12/14/20,15576,29744,15690,6975,7942,33592,262794,45102,7516,23279,72211,24670,21273,45838,124966,30231,8601,7498,73594,25987,42570,26861,15028,37223,25389,47113,40124,37263,9949,41182,25129,19134,1250044
12/15/20,15683,29942,15809,6993,7963,33669,264330,45280,7534,23301,72849,24723,21396,46165,125628,30378,8642,7518,73900,26011,42728,27036,15057,37412,25447,47195,40355,37343,9984,41316,25186,19201,1255974
12/16/20,15771,30280,15931,7003,7977,33946,269226,45425,7555,23385,73257,24773,21535,46448,127301,30530,8704,7527,74572,26240,42918,27358,15083,37603,25524,47289,40584,37495,10015,41398,25280,19269,1267202
12/17/20,15820,30413,16027,7024,7985,34237,273444,45667,7562,23576,73815,24864,21797,46671,128747,30636,8813,7542,75069,26452,43175,27715,15128,37705,25549,47476,40651,37562,10070,41460,25394,19453,1277499
12/18/20,15840,30754,16143,7043,7998,34515,277733,45977,7584,23779,74591,24978,21905,47110,130015,30760,8849,7572,75796,26645,43538,28160,15179,37837,25681,47834,40974,37695,10142,41565,25500,19606,1289298
12/19/20,16028,30945,16259,7060,8019,34714,282691,46397,7604,23852,75587,25012,22091,47474,131405,30922,8928,7583,76499,26784,43746,28534,15252,37978,25752,48164,41228,37827,10198,41654,25642,19717,1301546
12/20/20,16068,31210,16342,7073,8040,34843,287682,46696,7610,24012,76282,25144,22288,47808,132641,31197,8983,7613,77272,26993,44061,28909,15333,38171,25835,48368,41489,37952,10265,41816,25754,19925,1313675
12/21/20,16086,31285,16377,7084,8052,35054,290051,46821,7641,24161,76922,25249,22408,48184,133179,31383,8992,7637,77727,26995,44165,29051,15392,38395,25871,48594,41691,37979,10331,41959,25846,19983,1320545
12/22/20,16098,31415,16500,7100,8067,35121,291639,46947,7647,24172,77341,25301,22455,48517,133823,31448,8997,7642,77924,27035,44310,29259,15424,38474,25980,48905,41887,38031,10339,42092,25928,20097,1325915
12/23/20,16238,31807,16561,7118,8084,35278,297345,47132,7685,24301,77557,25424,22841,48726,135837,31779,9050,7672,78362,27182,44549,29527,15467,38649,26044,49063,42112,38271,10415,42156,26026,20168,1338426
12/24/20,16250,32095,16619,7137,8103,35449,302199,47465,7714,24457,78148,25474,23028,49286,137348,31947,9147,7675,78809,27314,44852,29863,15490,38751,26194,49425,42321,38435,10439,42195,26105,20345,1350079
12/25/20,16440,32513,16779,7158,8125,35595,307235,47852,7741,24606,78812,25539,23208,49654,138802,32115,9232,7708,79594,27468,45160,30150,15566,38861,26263,49765,42613,38533,10541,42278,26176,20482,1362564
12/26/20,16499,32914,16860,7176,8154,35672,310843,48093,7747,24677,79837,25593,23350,49941,139895,32161,9305,7740,80064,27577,45359,30357,15616,39051,26349,50081,42903,38647,10607,42333,26254,20588,1372243
12/27/20,16522,33049,17001,7189,8169,35684,312342,48196,7761,24754,80161,25640,23590,50197,140641,32301,9333,7758,80222,27632,45576,30517,15639,39194,26360,50100,43098,38664,10629,42391,26302,20605,1377217
12/28/20,16638,33187,17027,7208,8182,35784,314260,48364,7794,24779,80583,25685,23638,50529,141115,32466,9352,7773,80783,27663,45763,30765,15678,39258,26426,50345,43325,38880,10715,42443,26364,20662,1383434
12/29/20,16742,33401,17109,7216,8219,35857,315748,48492,7820,24814,80911,25746,23857,50779,141947,32671,9382,7779,81001,27698,46026,31079,15710,39370,26480,50842,43452,38916,10719,42519,26421,20707,1389430
12/30/20,16805,33776,17280,7233,8228,36032,320251,48772,7832,24893,81433,25869,24009,51235,143488,32823,9589,7798,81477,27945,46516,31624,15756,39556,26511,51177,43668,39126,10844,42762,26504,20717,1401529
12/31/20,16869,34271,17471,7243,8250,36184,325364,49126,7849,24977,81957,25925,24228,51611,144923,32972,9675,7824,82035,28090,46940,32039,15771,39731,26610,51480,43924,39207,10953,42967,26597,20872,1413935
1/1/21,16954,34577,17679,7259,8287,36317,330273,49427,7927,25067,82517,25974,24435,51994,146199,33134,9818,7874,82595,28316,47283,32377,15855,39869,26771,51708,44248,39387,11134,43128,26673,21038,1426094
1/2/21,17021,34889,17820,7273,8293,36517,334137,49685,7949,25248,83520,26024,24599,52399,147443,33235,9930,7922,83209,28404,47636,32582,15968,39968,26847,52146,44592,39416,11351,43211,26748,21203,1437185
1/3/21,17097,35248,17935,7286,8318,36518,335746,49852,8014,25377,83813,26125,24699,52779,147922,33368,10077,7948,83550,28512,48182,32750,15970,40248,26890,52380,44773,39466,11366,43322,26807,21206,1443544
1/4/21,17104,35351,18003,7288,8337,36580,337068,50007,8017,25436,84049,26197,24786,52933,148276,33523,10093,7965,84360,28524,48421,32927,16023,40373,26979,52632,44961,39480,11489,43399,26880,21294,1448755
1/5/21,17292,35563,18155,7306,8371,36635,338311,50198,8052,25462,84609,26308,24931,53340,148901,33749,10228,7981,84728,28557,48740,33158,16118,40466,26987,52864,45110,39761,11520,43522,26956,21340,1455219
1/6/21,17363,35714,18291,7312,8408,36824,342928,50572,8071,25628,85350,26353,25224,53810,150012,33943,10352,8022,85375,28730,48869,33557,16166,40532,27091,53185,45246,39912,11635,43554,27031,21430,1466490
